"","player_id","PlayerYear","pa","avg","obp","slg","ops","iso","woba","home_run","k_pct+","bb_pct+","xba+","xslg+","xwoba+","xwobacon+","barrel_rate+","hard_hit_pct+","z_sw_miss_pct+","oz_sw_pct+","oz_sw_miss_pct+","hr_rate+","probC1","probC2","probC3","probC4","probC5","probC6","probC7","PC1","PC2","PC3","Cluster","maxProb"
"1",650333,"Luis Arraez 2019",366,0.334,0.399,0.439,0.838,0.105,0.36,4,35.9,112.29,113.93,93.04,102.35,84.24,34.55,60.47,34.41,84.03,30.09,28.79,0.025,0.002,0.856,0,0,0.112,0.005,48.9772980519426,157.347753272361,79.3275626898074,3,0.856
"2",650333,"Luis Arraez 2021",479,0.294,0.357,0.376,0.733,0.082,0.321,2,44.79,101.35,118.93,98,104.06,88.98,27.25,76.99,38.13,83.56,49.91,12.24,0.026,0.004,0.807,0,0,0.153,0.009,59.1512311121844,155.305157045354,84.1302717920292,3,0.807
"3",650333,"Luis Arraez 2022",603,0.316,0.375,0.42,0.795,0.104,0.35,8,32.14,101.45,119.05,103.79,106.94,89.51,45.86,77.65,32.24,82.27,25.19,45.42,0.01,0.003,0.857,0,0,0.114,0.016,62.7130332052593,168.897683748123,84.9635760483721,3,0.857
"4",650333,"Luis Arraez 2023",617,0.354,0.393,0.469,0.862,0.115,0.369,10,24.5,65.98,131.74,109.7,109.71,94.28,41.41,64.29,33.3,110.87,28.84,49.88,0.002,0.01,0.689,0,0,0.287,0.012,61.5583266730265,180.486251293482,111.458197693149,3,0.689
