"","name","player_id","year","pa","avg","obp","slg","ops","iso","woba","home_run","k_pct+","bb_pct+","xba+","xslg+","xwoba+","xwobacon+","barrel_rate+","hard_hit_pct+","z_sw_miss_pct+","oz_sw_pct+","oz_sw_miss_pct+","hr_rate+","probC1","probC2","probC3","probC4","probC5","probC6","probC7","probC8","Cluster","maxProb","PlayerYear"
"746","Murphy, David",461815,2015,388,0.283,0.318,0.421,0.739,0.138,0.318,10,64.24,66.2,100.22,93.52,93.06,86.52,54.71,102.52,59.16,111.46,70.34,92.7,0.002,0.004,0.815,0,0.17,0,0.005,0.004,3,0.815,"David Murphy 2015"
"747","Ortiz, David",120074,2015,614,0.273,0.36,0.553,0.913,0.28,0.379,37,79.03,159.13,120.19,153.63,132.95,130.18,231.2,143.01,113,90.33,93.35,216.74,0,0,0,1,0,0,0,0,4,1,"David Ortiz 2015"
"748","Ortiz, David",120074,2016,626,0.315,0.401,0.62,1.021,0.305,0.419,38,67.27,152.67,123.26,153.61,133.85,127.44,236.11,133.07,76.67,92.8,83.46,190.94,0.001,0,0,0.998,0,0,0.002,0,4,0.998,"David Ortiz 2016"
"749","Peralta, David",444482,2015,517,0.312,0.371,0.522,0.893,0.21,0.38,17,105.54,108.21,112.2,113.97,112.37,115.08,141.19,126.4,89.73,106.35,117.42,118.27,0.922,0,0.004,0.009,0,0.004,0.036,0.024,1,0.922,"David Peralta 2015"
"750","Peralta, David",444482,2017,577,0.293,0.352,0.444,0.796,0.151,0.342,14,78.09,85.58,103.18,93.58,97.29,90.9,61.39,102.64,85.71,104.84,97.44,70.4,0.022,0.027,0.837,0,0.048,0,0.011,0.055,3,0.837,"David Peralta 2017"
"751","Peralta, David",444482,2018,614,0.293,0.352,0.516,0.868,0.223,0.368,30,94.24,89.78,112.52,115.11,109.45,110.55,109.79,126.56,102.71,102.39,96.17,155.82,0.89,0,0.013,0.003,0,0.001,0.074,0.019,1,0.89,"David Peralta 2018"
"752","Peralta, David",444482,2019,423,0.275,0.343,0.461,0.804,0.186,0.338,12,93.6,95.1,97.66,86.86,93.15,89.43,69.09,108.47,87.47,120.68,95.58,74.73,0.022,0.125,0.759,0,0.042,0,0.002,0.05,3,0.759,"David Peralta 2019"
"753","Peralta, David",444482,2021,538,0.259,0.325,0.402,0.727,0.143,0.314,8,76.59,96.85,97.96,82.26,90.47,82.68,59.25,105.17,74.01,99.11,93.08,43.59,0.001,0.063,0.62,0,0.28,0,0.002,0.034,3,0.62,"David Peralta 2021"
"754","Peralta, David",444482,2022,490,0.251,0.316,0.415,0.731,0.164,0.315,12,105.48,102.68,102.93,101.5,100.52,102.97,108.28,114.16,82.32,112.31,117.61,83.85,0.533,0.024,0.222,0,0.001,0.003,0.018,0.2,1,0.533,"David Peralta 2022"
"755","Peralta, David",444482,2023,422,0.259,0.294,0.381,0.675,0.122,0.29,7,76.19,54.4,109.71,95.81,95.76,92.7,57.98,110.56,87.83,118.89,89.53,51.05,0.015,0.007,0.934,0,0.032,0,0.006,0.006,3,0.934,"David Peralta 2023"
"756","Ross, David",424325,2016,205,0.229,0.338,0.446,0.784,0.217,0.326,10,129.14,174.14,89.29,105.44,104.28,112.65,150.81,90.78,140.04,84.11,141.03,153.44,0.046,0.002,0,0.001,0,0.833,0,0.118,6,0.833,"David Ross 2016"
"757","Lugo, Dawel",608475,2019,288,0.245,0.271,0.381,0.652,0.136,0.272,6,93.15,32.08,102.02,88.69,87.95,89.95,58.86,97.33,95.05,156.29,66.69,54.88,0.002,0.023,0.899,0,0.076,0,0,0,3,0.899,"Dawel Lugo 2019"
"758","Strange-Gordon, Dee",543829,2015,653,0.333,0.359,0.418,0.777,0.085,0.337,4,70.87,48.38,106.61,84.79,89.58,86.52,19.41,49.51,58.49,126.12,63.12,22.03,0,0.001,0.168,0,0.832,0,0,0,5,0.832,"Dee Strange-Gordon 2015"
"759","Strange-Gordon, Dee",543829,2016,346,0.268,0.305,0.335,0.64,0.067,0.279,1,78.07,62.02,82.97,61.83,70.97,66.14,0,39.47,58.93,118.87,79.54,9.09,0,0.007,0.003,0,0.99,0,0,0,5,0.99,"Dee Strange-Gordon 2016"
"760","Strange-Gordon, Dee",543829,2017,694,0.308,0.341,0.375,0.716,0.067,0.312,2,64.2,41.08,102.79,74.35,84.36,77.91,2.99,32.47,58.52,131.05,59.95,8.36,0,0,0.02,0,0.98,0,0,0,5,0.98,"Dee Strange-Gordon 2017"
"761","Strange-Gordon, Dee",543829,2018,588,0.268,0.288,0.349,0.637,0.081,0.277,4,63.45,17.26,107.26,79.26,85.06,81.03,2.82,34.17,46.9,141.91,71.51,21.69,0,0,0.056,0,0.943,0,0,0,5,0.943,"Dee Strange-Gordon 2018"
"762","Strange-Gordon, Dee",543829,2019,421,0.275,0.304,0.359,0.663,0.084,0.282,3,65.89,49.27,99.24,71.04,80.59,74.88,0,50.39,68.81,121.02,59.22,18.77,0,0.001,0.022,0,0.978,0,0,0,5,0.978,"Dee Strange-Gordon 2019"
"763","DeShields, Delino",592261,2015,492,0.261,0.344,0.374,0.718,0.113,0.317,2,104.52,137.49,87.85,75.57,89.58,83.49,21.18,65.24,107.68,65.79,113.14,14.62,0,0.707,0.036,0,0.149,0,0,0.109,2,0.707,"Delino DeShields 2015"
"764","DeShields, Delino",592261,2016,203,0.209,0.275,0.313,0.588,0.104,0.261,4,130.61,88.26,81.39,67.34,78.75,81.46,22.85,85.43,112.79,95.23,129.51,61.98,0,0.992,0.003,0,0.003,0,0,0.002,2,0.992,"Delino DeShields 2016"
"765","DeShields, Delino",592261,2017,440,0.269,0.347,0.367,0.714,0.098,0.315,6,118.82,114.11,82.31,72,84.67,83.48,41.92,63.5,93.4,69.17,119.38,39.56,0,0.919,0.012,0,0.043,0,0,0.027,2,0.919,"Delino DeShields 2017"
"766","DeShields, Delino",592261,2018,393,0.216,0.31,0.281,0.591,0.065,0.271,2,98.44,125.46,78.52,62.68,81,71.37,15.48,38.27,73.62,79.04,96.41,16.23,0,0.162,0.006,0,0.832,0,0,0.001,5,0.832,"Delino DeShields 2018"
"767","DeShields, Delino",592261,2019,408,0.249,0.325,0.347,0.672,0.098,0.295,4,111.32,106.56,85.35,71.96,83.66,81.64,28.15,64.44,90.97,78.49,96.3,25.83,0,0.607,0.045,0,0.336,0,0,0.013,2,0.607,"Delino DeShields 2019"
"768","Span, Denard",452655,2015,275,0.301,0.365,0.431,0.796,0.13,0.348,5,48.44,115.85,124.58,106.99,113.95,99.97,47.65,95.24,45.2,86.92,54.03,65.4,0.001,0,0.059,0,0.004,0,0.935,0.001,7,0.935,"Denard Span 2015"
"769","Span, Denard",452655,2016,637,0.266,0.331,0.381,0.712,0.115,0.312,11,60.89,99,110.62,93.22,100.85,90.07,42.65,83.74,51.96,85.85,73.78,54.32,0.001,0.001,0.605,0,0.323,0,0.057,0.013,3,0.605,"Denard Span 2016"
"770","Span, Denard",452655,2017,542,0.272,0.329,0.427,0.756,0.155,0.325,12,60.85,84.44,111.45,95.93,100.68,90.9,49.41,72.78,43.15,85.18,62.24,64.24,0,0,0.548,0,0.399,0,0.048,0.004,3,0.548,"Denard Span 2017"
"771","Span, Denard",452655,2018,501,0.261,0.341,0.419,0.76,0.158,0.33,11,73.71,117.4,113.33,94.62,104.76,94.18,38,80.91,59.96,77.24,76.15,70.02,0.003,0.001,0.56,0,0.145,0,0.223,0.068,3,0.56,"Denard Span 2018"
"772","Dietrich, Derek",518618,2015,289,0.256,0.346,0.456,0.802,0.2,0.346,10,114.72,101.85,91.84,106.49,105.09,104.64,158.84,103.69,90.4,94.08,113.41,124.45,0.61,0.014,0.029,0,0,0.044,0.007,0.296,1,0.61,"Derek Dietrich 2015"
"773","Dietrich, Derek",518618,2016,412,0.279,0.374,0.425,0.799,0.146,0.348,7,100.17,93.03,100.74,99.93,106.77,101.63,123.39,90.22,70.97,105.66,94.45,53.44,0.142,0.019,0.62,0,0.009,0,0.045,0.165,3,0.62,"Derek Dietrich 2016"
"774","Dietrich, Derek",518618,2017,464,0.249,0.334,0.424,0.758,0.175,0.324,13,101.09,89.01,99.64,97.33,100.37,97.79,86.84,94.81,69.75,104.11,95.91,81.29,0.074,0.039,0.72,0,0.019,0,0.018,0.131,3,0.72,"Derek Dietrich 2017"
"775","Dietrich, Derek",518618,2018,551,0.265,0.33,0.421,0.751,0.156,0.326,16,118.5,61,95.92,93.16,94.76,98.47,85.86,103.33,103.3,114.24,101.78,92.61,0.141,0.305,0.47,0,0.005,0.001,0.001,0.076,3,0.47,"Derek Dietrich 2018"
"776","Dietrich, Derek",518618,2019,306,0.187,0.328,0.462,0.79,0.275,0.334,19,109.96,105.41,86.54,96.02,104.8,99.05,129.23,83.27,137.62,100.97,111.71,163.57,0.342,0.152,0.036,0,0,0.118,0.001,0.351,8,0.351,"Derek Dietrich 2019"
"777","Norris, Derek",519083,2015,557,0.25,0.305,0.404,0.709,0.154,0.309,14,119.81,80.2,87.85,81.05,85.47,87.61,40.59,102.23,93.06,83.51,117.15,90.4,0.002,0.845,0.074,0,0.012,0,0,0.067,2,0.845,"Derek Norris 2015"
"778","Norris, Derek",519083,2016,458,0.186,0.255,0.328,0.583,0.142,0.252,14,148.78,94.22,88.5,83.4,86.84,98.67,82.26,91.91,110.26,80.98,146.26,96.15,0.005,0.871,0.005,0,0,0.025,0,0.094,2,0.871,"Derek Norris 2016"
"779","Jennings, Desmond",457775,2016,225,0.2,0.281,0.35,0.631,0.15,0.278,7,126.69,110.92,81.78,80.52,87.47,88.18,74.64,93.88,181.86,80.98,96.02,97.86,0.001,0.921,0.005,0,0,0.006,0,0.067,2,0.921,"Desmond Jennings 2016"
"780","Mesoraco, Devin",519023,2018,274,0.221,0.303,0.398,0.701,0.177,0.302,11,88.64,104.74,85.4,90.23,90.69,84.25,87.27,77.91,103.3,97.72,87.62,128.03,0.008,0.412,0.369,0,0.072,0,0.001,0.138,2,0.412,"Devin Mesoraco 2018"
"781","Travis, Devon",581527,2015,239,0.304,0.361,0.498,0.859,0.194,0.369,8,91.77,95.48,116.6,124.7,116.8,116.18,141.19,107.47,74.44,109.41,77.3,120.39,0.51,0,0.016,0.003,0,0,0.464,0.007,1,0.51,"Devon Travis 2015"
"782","Travis, Devon",581527,2016,432,0.3,0.332,0.454,0.786,0.154,0.337,11,98.7,54.87,101.54,91.78,91.2,93.29,60.93,87.68,69.07,126.16,79.28,80.09,0.004,0.027,0.877,0,0.088,0,0.001,0.004,3,0.877,"Devon Travis 2016"
"783","Travis, Devon",581527,2018,378,0.232,0.275,0.381,0.656,0.149,0.283,11,78.85,48.34,106.85,98.52,96.94,94.45,71.78,103.33,72.43,105.98,93.97,92.81,0.035,0.007,0.905,0,0.023,0,0.015,0.015,3,0.905,"Devon Travis 2018"
"784","Fowler, Dexter",451594,2015,690,0.25,0.346,0.411,0.757,0.161,0.333,17,113.7,155.31,92.24,86.54,97.18,92.83,79.42,87.96,107.01,64.76,104.05,88.62,0.005,0.094,0.025,0,0.003,0.001,0.001,0.87,8,0.87,"Dexter Fowler 2015"
"785","Fowler, Dexter",451594,2016,551,0.276,0.393,0.447,0.84,0.171,0.367,13,110.48,170.56,100.74,97.53,108.94,104.32,85.3,95.29,103.92,61.87,104.13,74.21,0.022,0.003,0.009,0,0,0.002,0.019,0.944,8,0.944,"Dexter Fowler 2016"
"786","Fowler, Dexter",451594,2017,491,0.264,0.363,0.488,0.851,0.224,0.358,18,98.7,146.06,108.7,108.83,110.22,107.59,97.32,106.99,89.85,74.99,108.41,106.36,0.257,0.001,0.021,0.001,0,0.002,0.204,0.514,8,0.514,"Dexter Fowler 2017"
"787","Fowler, Dexter",451594,2018,334,0.18,0.278,0.298,0.576,0.118,0.26,8,104.97,131.21,82.16,73.16,86,78.08,45.04,76.54,114.58,75.08,114.47,76.39,0,0.894,0.017,0,0.026,0,0,0.063,2,0.894,"Dexter Fowler 2018"
"788","Fowler, Dexter",451594,2019,574,0.238,0.346,0.409,0.755,0.171,0.326,19,112.23,147.81,99.24,96.48,104.19,103.21,94.68,76.11,123.04,80.91,99.91,87.2,0.055,0.038,0.051,0,0.001,0.004,0.008,0.843,8,0.843,"Dexter Fowler 2019"
"789","Gregorius, Didi",544369,2015,578,0.265,0.318,0.37,0.688,0.105,0.303,9,74.95,72.57,101.02,83.3,92.11,84.32,28.24,71.36,99.04,118.28,96.56,56,0,0.066,0.577,0,0.353,0,0,0.004,3,0.577,"Didi Gregorius 2015"
"790","Gregorius, Didi",544369,2016,597,0.276,0.304,0.447,0.751,0.171,0.319,20,67.27,38.17,97.98,84.59,85.29,80.66,44.18,71.33,81.74,134.51,73,105.38,0,0.016,0.555,0,0.429,0,0,0,3,0.555,"Didi Gregorius 2016"
"791","Gregorius, Didi",544369,2017,569,0.287,0.318,0.478,0.796,0.191,0.335,25,58.93,50.21,103.18,90.3,90.52,83.48,53.9,60.6,88.67,137.97,88.26,127.48,0.001,0.012,0.789,0,0.198,0,0,0.001,3,0.789,"Didi Gregorius 2017"
"792","Gregorius, Didi",544369,2018,569,0.268,0.335,0.494,0.829,0.226,0.35,27,56.45,96.68,104.02,97.06,99.45,86.67,66.15,84.19,75.4,118.91,78.1,151.33,0.015,0.003,0.875,0,0.062,0,0.033,0.013,3,0.875,"Didi Gregorius 2018"
"793","Gregorius, Didi",544369,2019,344,0.238,0.276,0.441,0.717,0.203,0.297,16,69.97,56.14,96.07,92.13,89.48,84.24,75.49,94.15,78.14,130.71,91.49,122.52,0.007,0.036,0.88,0,0.072,0,0.001,0.004,3,0.88,"Didi Gregorius 2019"
"794","Gregorius, Didi",544369,2021,408,0.209,0.27,0.37,0.64,0.161,0.275,13,73.46,68.69,90.71,78.45,84.92,76.38,27.25,66.92,104.85,114.67,88.9,93.4,0,0.175,0.275,0,0.548,0,0,0.002,5,0.548,"Didi Gregorius 2021"
"795","Gregorius, Didi",544369,2022,232,0.21,0.263,0.304,0.567,0.094,0.251,1,70.17,68.45,97.97,83.18,88.32,80.45,35.67,58.62,74.84,140.3,104.78,14.76,0,0.037,0.314,0,0.648,0,0,0,5,0.648,"Didi Gregorius 2022"
"796","Castillo, Diego A.",660636,2022,283,0.206,0.251,0.382,0.633,0.176,0.272,11,119.97,59.89,92.59,98.96,93.78,102.69,126.12,99.51,105.35,103.77,100.5,133.08,0.44,0.198,0.207,0,0.001,0.014,0.001,0.138,1,0.44,"Diego A. Castillo 2022"
"797","Navarro, Dioner",425900,2016,334,0.207,0.265,0.322,0.587,0.115,0.258,6,104.59,82.3,78.62,67.58,76.26,73.13,25.9,62.87,85.54,95.93,119.57,56.51,0,0.864,0.012,0,0.123,0,0,0.001,2,0.864,"Dioner Navarro 2016"
"798","Machado, Dixon",553988,2018,233,0.206,0.263,0.29,0.553,0.084,0.244,1,82.11,69.06,95.92,82.92,87.56,82.37,47.86,70.25,72.43,92.33,93.72,13.69,0,0.057,0.245,0,0.695,0,0,0.003,5,0.695,"Dixon Machado 2018"
"799","Nuñez, Dom",624513,2021,263,0.189,0.293,0.399,0.692,0.21,0.294,10,154.98,145.27,68.53,74.4,80.59,89.24,111.39,78.5,130.08,85.37,128.83,111.45,0,0.974,0,0,0,0.009,0,0.017,2,0.974,"Dom Nuñez 2021"
"800","Santana, Domingo",570267,2016,281,0.256,0.345,0.447,0.792,0.191,0.343,11,159.09,135.97,106.28,111.91,111.12,133.08,166.04,149.99,129.9,79.94,145.47,123.13,0.081,0,0,0.194,0,0.721,0,0.003,6,0.721,"Domingo Santana 2016"
"801","Santana, Domingo",570267,2017,607,0.278,0.371,0.505,0.876,0.227,0.372,30,140.38,136.93,104.76,108.12,109.3,122.17,140.74,117.14,147.78,88.09,130.35,143.4,0.301,0,0,0.021,0,0.641,0,0.037,6,0.641,"Domingo Santana 2017"
"802","Santana, Domingo",570267,2018,235,0.265,0.328,0.412,0.74,0.147,0.319,5,153.03,97.83,90.26,92.18,92.88,109.21,143.57,108.52,151.98,102.03,143.27,67.85,0.047,0.169,0.001,0,0,0.736,0,0.047,6,0.736,"Domingo Santana 2018"
"803","Santana, Domingo",570267,2019,507,0.253,0.329,0.441,0.77,0.188,0.326,21,146.76,113.43,99.24,109.55,104.8,124.27,154.82,111.65,141.12,86.1,128.8,109.11,0.248,0.001,0,0.002,0,0.705,0,0.043,6,0.705,"Domingo Santana 2019"
"804","Smith, Dominic",642086,2021,493,0.244,0.304,0.363,0.667,0.119,0.291,11,101.68,73.2,105.62,100.15,100.36,102.11,77.02,102.15,103.73,121.9,103.76,65.4,0.226,0.041,0.665,0,0.004,0,0.008,0.055,3,0.665,"Dominic Smith 2021"
"805","Smith, Dominic",642086,2023,586,0.254,0.326,0.366,0.692,0.112,0.306,12,69.06,92.6,102.51,95.09,99.17,89.01,78.09,77.04,79.22,105.64,76.6,63.02,0.003,0.008,0.786,0,0.174,0,0.011,0.018,3,0.786,"Dominic Smith 2023"
"806","Brown, Domonic",502126,2015,204,0.228,0.284,0.349,0.633,0.121,0.28,5,89.73,87.84,88.64,81.8,86.73,81.85,81.18,81.84,86.41,111.8,101.1,88.16,0.001,0.465,0.371,0,0.14,0,0,0.022,2,0.465,"Domonic Brown 2015"
"807","Solano, Donovan",456781,2019,228,0.33,0.36,0.456,0.816,0.126,0.346,4,97.69,50.42,125.05,103.13,105.11,109.45,53.74,114.3,79.89,124.83,68.61,46.22,0.094,0,0.787,0,0.003,0,0.112,0.003,3,0.787,"Donovan Solano 2019"
"808","Solano, Donovan",456781,2021,344,0.28,0.344,0.404,0.748,0.124,0.324,7,75.7,82.21,110.86,103.01,103.44,96.86,88.87,92.08,73.45,105.26,86.35,59.65,0.036,0.002,0.821,0,0.023,0,0.088,0.03,3,0.821,"Donovan Solano 2021"
"809","Solano, Donovan",456781,2022,304,0.284,0.339,0.385,0.724,0.101,0.319,4,91,77.01,110.78,99.97,101.16,99.95,75.16,105.94,69.08,109.92,96.23,45.05,0.061,0.006,0.84,0,0.014,0,0.042,0.037,3,0.84,"Donovan Solano 2022"
"810","Solano, Donovan",456781,2023,450,0.282,0.369,0.391,0.76,0.109,0.338,5,98.91,103.02,113.72,102.75,108.78,106.92,72.17,109.31,93,104.25,103.83,34.2,0.295,0.004,0.394,0,0.002,0,0.135,0.169,3,0.394,"Donovan Solano 2023"
"811","Waters, Drew",671221,2023,337,0.228,0.3,0.377,0.677,0.149,0.296,8,141.68,92.6,94.1,98.68,97,110.61,119.5,89.8,132.61,110.87,119.06,73.06,0.278,0.375,0.042,0,0,0.123,0,0.181,2,0.375,"Drew Waters 2023"
"812","Ackley, Dustin",554429,2015,264,0.231,0.284,0.429,0.713,0.198,0.305,10,86.67,86.57,100.62,107.24,101.93,99.15,114.72,123.78,68.46,78.74,84.25,136.24,0.358,0.002,0.188,0,0.001,0,0.232,0.219,1,0.358,"Dustin Ackley 2015"
"813","Fowler, Dustin",641583,2018,203,0.224,0.256,0.354,0.61,0.13,0.263,6,108.24,44.89,104.83,99.99,95.38,101.69,57.71,110.43,87.27,102.75,111.3,94.26,0.21,0.062,0.652,0,0.004,0,0.006,0.066,3,0.652,"Dustin Fowler 2018"
"814","Pedroia, Dustin",456030,2015,425,0.291,0.356,0.441,0.797,0.15,0.347,12,61.18,113.3,95.83,89.28,94.96,82.67,52.95,73.98,54.5,86.24,71.68,101.56,0,0.005,0.385,0,0.583,0,0.006,0.02,5,0.583,"Dustin Pedroia 2015"
"815","Pedroia, Dustin",456030,2016,698,0.318,0.376,0.449,0.825,0.131,0.358,15,51.56,103.77,112.6,96.58,103.03,90.07,38.08,81.48,62.1,85.85,49.71,67.6,0.001,0,0.53,0,0.323,0,0.14,0.007,3,0.53,"Dustin Pedroia 2016"
"816","Pedroia, Dustin",456030,2017,463,0.293,0.369,0.392,0.761,0.099,0.331,7,49.83,120.96,109.88,87.48,99.44,84.01,16.47,61.18,47.88,79.72,51.53,43.87,0,0,0.111,0,0.882,0,0.006,0.001,5,0.882,"Dustin Pedroia 2017"
"817","Smith Jr., Dwight",596105,2019,392,0.241,0.297,0.412,0.709,0.171,0.299,13,94.97,75.62,93.69,84.57,88.86,86.05,49.9,104.22,94.47,94.75,130.01,87.36,0.009,0.616,0.263,0,0.022,0,0,0.09,2,0.616,"Dwight Smith Jr. 2019"
"818","Carlson, Dylan",666185,2021,619,0.266,0.343,0.437,0.78,0.171,0.336,18,110.19,103.6,99.58,97.05,99.43,100.53,82.95,78.25,116.06,86.45,109.33,85.24,0.084,0.17,0.219,0,0.005,0.003,0.005,0.516,8,0.516,"Dylan Carlson 2021"
"819","Carlson, Dylan",666185,2022,488,0.236,0.316,0.38,0.696,0.144,0.306,8,87.38,112.45,96.73,90.31,96.67,89.51,56.05,69.94,116.28,84.66,95.04,56.13,0.004,0.21,0.428,0,0.133,0,0.002,0.223,3,0.428,"Dylan Carlson 2022"
"820","Carlson, Dylan",666185,2023,255,0.219,0.318,0.333,0.651,0.114,0.293,5,85.54,118.06,94.9,91.25,98.55,88.22,68.62,94.05,100.46,86.81,83.3,60.35,0.01,0.083,0.51,0,0.09,0,0.01,0.296,3,0.51,"Dylan Carlson 2023"
"821","Moore, Dylan",664238,2019,282,0.206,0.302,0.389,0.691,0.183,0.299,9,149.95,101.98,75.43,77,84.88,91.25,83.17,95.74,134.71,84.37,99.43,84.07,0,0.97,0.002,0,0,0.002,0,0.025,2,0.97,"Dylan Moore 2019"
"822","Moore, Dylan",664238,2021,377,0.181,0.276,0.334,0.61,0.153,0.271,12,131.69,119.37,82.24,82.98,88.93,92.39,101.91,83.78,112.14,75.24,101.9,93.3,0.002,0.74,0.018,0,0.002,0.003,0,0.234,2,0.74,"Dylan Moore 2021"
"823","Moore, Dylan",664238,2022,255,0.224,0.368,0.385,0.753,0.161,0.338,6,133.1,162.57,83.5,91.58,103.41,103.79,164.33,93.59,132.4,64.18,99.08,80.56,0.018,0.032,0.001,0,0,0.104,0,0.844,8,0.844,"Dylan Moore 2022"
"824","Rosario, Eddie",592696,2015,474,0.267,0.289,0.459,0.748,0.192,0.316,13,126.95,40.74,89.44,94.52,85.47,96.4,109.42,89.71,125.63,151,102.44,98.64,0.036,0.787,0.171,0,0.001,0.001,0,0.004,2,0.787,"Eddie Rosario 2015"
"825","Rosario, Eddie",592696,2016,354,0.269,0.295,0.421,0.716,0.152,0.304,10,126.2,40.55,89.68,90.11,84.35,94.64,73.12,89.37,138.14,141.46,99.95,88.86,0.008,0.874,0.113,0,0.002,0,0,0.003,2,0.874,"Eddie Rosario 2016"
"826","Rosario, Eddie",592696,2017,589,0.29,0.328,0.507,0.835,0.217,0.349,27,86.24,67.33,103.97,112.11,102.21,101.5,110.8,92.2,120,133.96,78.57,133,0.542,0.005,0.421,0,0.001,0,0.016,0.015,1,0.542,"Eddie Rosario 2017"
"827","Rosario, Eddie",592696,2018,592,0.288,0.323,0.479,0.802,0.191,0.34,24,82.11,58.7,97.95,103.4,94.44,93.91,116.82,93.49,111.02,150.53,73.47,129.29,0.134,0.02,0.833,0,0.006,0,0.002,0.005,3,0.833,"Eddie Rosario 2018"
"828","Rosario, Eddie",592696,2019,590,0.276,0.3,0.5,0.8,0.224,0.329,32,66.34,42.39,103.21,113.21,100.2,96.45,108.76,95.47,91.55,149.72,70.3,142.88,0.163,0.001,0.818,0,0.003,0,0.013,0.002,3,0.818,"Eddie Rosario 2019"
"829","Rosario, Eddie",592696,2021,412,0.259,0.305,0.435,0.74,0.176,0.316,14,66.29,70.94,102.8,101.82,98.5,91.61,69.91,90.07,85.79,127.33,60.58,99.61,0.01,0.002,0.92,0,0.054,0,0.011,0.004,3,0.92,"Eddie Rosario 2021"
"830","Rosario, Eddie",592696,2022,270,0.212,0.259,0.328,0.587,0.116,0.258,5,114.09,77.01,82.67,80.89,80.29,82.65,68.79,84.85,127.8,137.91,106.92,63.4,0,0.961,0.031,0,0.006,0,0,0.001,2,0.961,"Eddie Rosario 2022"
"831","Rosario, Eddie",592696,2023,516,0.255,0.305,0.45,0.755,0.195,0.322,21,105.15,76.39,101.7,104.43,98.24,102.44,112.4,88.55,130.31,151.66,91.83,125.25,0.588,0.04,0.354,0,0.001,0.001,0.002,0.015,1,0.588,"Eddie Rosario 2023"
"832","Sosa, Edmundo",624641,2021,326,0.271,0.346,0.389,0.735,0.118,0.322,6,86.45,58.56,104.41,92.04,98.81,93.18,46.21,80.51,109.33,123.71,103.76,53.95,0.01,0.067,0.862,0,0.049,0,0.001,0.01,3,0.862,"Edmundo Sosa 2021"
"833","Sosa, Edmundo",624641,2023,300,0.251,0.293,0.427,0.72,0.176,0.309,10,110.05,31.25,95.3,93.89,90.5,95.33,79.27,80.55,123.42,150.27,93.45,102.59,0.03,0.344,0.614,0,0.009,0,0,0.003,3,0.614,"Edmundo Sosa 2023"
"834","Julien, Edouard",666397,2023,408,0.263,0.381,0.459,0.84,0.196,0.366,16,139.9,181.73,93.3,102.27,106.92,116.67,155,112.31,127.44,49.86,134.06,120.69,0.024,0,0,0.004,0,0.706,0,0.265,6,0.706,"Edouard Julien 2023"
"835","Escobar, Eduardo",500871,2015,446,0.262,0.309,0.445,0.754,0.183,0.323,12,98.4,80.2,97.03,99.76,96.23,96.4,107.66,69.61,103.69,104.98,93.88,96.77,0.06,0.146,0.658,0,0.022,0,0.004,0.111,3,0.658,"Eduardo Escobar 2015"
"836","Escobar, Eduardo",500871,2016,377,0.236,0.28,0.338,0.618,0.102,0.269,6,93.79,66.79,97.58,88.43,89.65,89.53,48.75,68.79,72.87,119.21,87.91,50.06,0,0.068,0.599,0,0.329,0,0,0.003,3,0.599,"Eduardo Escobar 2016"
"837","Escobar, Eduardo",500871,2017,499,0.254,0.309,0.449,0.758,0.195,0.32,21,93.91,75.31,101.61,108.83,102.21,102.29,124.27,88.72,83.94,126.68,98.21,122.1,0.477,0.01,0.455,0,0.001,0,0.019,0.037,1,0.477,"Eduardo Escobar 2017"
"838","Escobar, Eduardo",500871,2018,631,0.272,0.334,0.489,0.823,0.217,0.346,23,93.31,94.38,99.97,104.87,101.01,100.35,116.82,75.44,93.8,126.82,95.43,116.24,0.253,0.03,0.629,0,0.005,0,0.013,0.068,3,0.629,"Eduardo Escobar 2018"
"839","Escobar, Eduardo",500871,2019,699,0.269,0.32,0.511,0.831,0.242,0.341,35,84.51,82.5,100.83,106.34,99.9,96.71,89.56,83.27,103.8,130.71,84.5,131.9,0.174,0.017,0.764,0,0.007,0,0.012,0.027,3,0.764,"Eduardo Escobar 2019"
"840","Escobar, Eduardo",500871,2021,599,0.253,0.314,0.472,0.786,0.219,0.334,28,92.72,90.09,100.38,108.02,101.28,100.27,105.46,86.8,103.17,104.54,84.26,137.02,0.367,0.015,0.43,0,0.003,0.001,0.04,0.144,3,0.43,"Eduardo Escobar 2021"
"841","Escobar, Eduardo",500871,2022,542,0.24,0.295,0.43,0.725,0.19,0.311,20,107.75,90.45,100.45,108.62,100.84,105.71,119.75,96.68,119.16,116.06,97.18,126.34,0.762,0.016,0.119,0,0,0.007,0.007,0.089,1,0.762,"Eduardo Escobar 2022"
"842","Escobar, Eduardo",500871,2023,309,0.226,0.269,0.344,0.613,0.118,0.267,6,112.28,67.13,81.28,71.61,75.62,77.95,44.96,76.54,129.16,125.51,86.3,59.76,0,0.929,0.027,0,0.044,0,0,0,2,0.929,"Eduardo Escobar 2023"
"843","Núñez, Eduardo",456488,2015,204,0.282,0.327,0.431,0.758,0.149,0.328,4,72.4,75.11,96.23,83.55,89.26,82.67,44.12,91.74,67.8,112.82,68.74,70.52,0,0.014,0.507,0,0.476,0,0,0.002,3,0.507,"Eduardo Núñez 2015"
