"","name","player_id","year","pa","avg","obp","slg","ops","woba","home_run","adj_k_pct","adj_bb_pct","adj_xba","adj_xslg","adj_xwoba","adj_xwobacon","adj_barrel_pct","adj_hh_pct","adj_zswm_pct","adj_ozsw_pct","adj_ozswm_pct","adj_hr_rate","probC1","probC2","probC3","probC4","probC5","probC6","Cluster","PlayerYear"
"512","Kieboom, Carter",666198,2021,249,0.207,0.301,0.318,0.619,0.275,6,111.53,112.61,93.13,81.79,92.02,90.56,45.03,91.33,103.73,106.35,127.67,70.63,0.02,0.906,0.061,0,0.002,0.012,2,"Carter Kieboom 2021"
"513","McGehee, Casey",431171,2015,258,0.198,0.264,0.274,0.538,0.243,2,98.91,103.12,90.64,79.06,87.05,83.22,65.3,99.61,107.68,86.58,105.12,27.88,0.005,0.827,0.158,0,0,0.01,2,"Casey McGehee 2015"
"514","Schmitt, Casey",669477,2023,277,0.206,0.255,0.324,0.579,0.254,5,104.7,54.4,93.7,85.99,87.4,89.28,79.27,85.05,96.44,134.23,105.91,55.55,0.021,0.65,0.325,0,0,0.004,2,"Casey Schmitt 2023"
"515","Biggio, Cavan",624415,2019,430,0.234,0.364,0.429,0.793,0.343,16,129.95,189.06,94.88,97.17,106.02,109.45,115.15,105.81,102.63,47.37,143.73,98.02,0.063,0.032,0,0.002,0.804,0.099,5,"Cavan Biggio 2019"
"516","Biggio, Cavan",624415,2021,294,0.224,0.322,0.356,0.678,0.298,7,118.7,141.89,83.45,78.93,88,86.09,66.36,79.5,94.2,67.64,133.01,69.79,0.002,0.978,0.014,0,0.002,0.004,2,"Cavan Biggio 2021"
"517","Biggio, Cavan",624415,2022,303,0.202,0.318,0.35,0.668,0.302,6,127.22,152.79,79.78,81.15,92.49,89.79,87.9,84.34,109.38,55.98,129.49,67.8,0.003,0.965,0.004,0,0.021,0.006,2,"Cavan Biggio 2022"
"518","Biggio, Cavan",624415,2023,338,0.235,0.34,0.37,0.71,0.318,9,115.84,136.58,90.49,88.62,97.31,94.81,87.56,82.55,88.98,55.43,134.98,81.95,0.035,0.814,0.018,0,0.033,0.1,2,"Cavan Biggio 2023"
"519","Mullins II, Cedric",656775,2021,675,0.291,0.36,0.518,0.878,0.372,30,82.86,97.97,109.65,106.59,106.22,101.32,95.98,99.13,82.98,100.2,77.53,130.28,0.321,0.006,0.038,0,0,0.634,6,"Cedric Mullins II 2021"
"520","Mullins II, Cedric",656775,2022,672,0.258,0.318,0.403,0.721,0.315,16,85.11,85.56,95.9,88.78,92.49,87.31,62.42,95.91,95.56,102.07,86.48,81.52,0.039,0.312,0.575,0,0,0.074,3,"Cedric Mullins II 2022"
"521","Mullins II, Cedric",656775,2023,455,0.233,0.305,0.416,0.721,0.311,15,98.91,109.96,90.49,84.31,89.57,86.12,76.91,92.8,108.5,93.09,95.76,101.46,0.03,0.78,0.149,0,0.001,0.039,2,"Cedric Mullins II 2023"
"522","Pinder, Chad",640461,2017,308,0.238,0.292,0.457,0.749,0.316,15,143.25,66.18,97.28,117.27,104.99,121.91,170.69,124.68,123.55,101.56,149.23,141.3,0.307,0.001,0,0.009,0.681,0.002,5,"Chad Pinder 2017"
"523","Pinder, Chad",640461,2018,333,0.258,0.332,0.436,0.768,0.333,13,123.17,93.23,108.47,124.38,114.46,125.84,199.87,117.27,121.11,118.19,113.49,124.5,0.777,0,0,0.142,0.066,0.015,1,"Chad Pinder 2018"
"524","Pinder, Chad",640461,2019,370,0.24,0.29,0.416,0.706,0.298,13,108.14,61.87,100.43,101.52,97.75,102.69,104.92,117.75,102.63,100.97,110.26,92.56,0.719,0.126,0.019,0,0.015,0.122,1,"Chad Pinder 2019"
"525","Pinder, Chad",640461,2021,233,0.243,0.3,0.411,0.711,0.307,6,119.15,77.7,105.22,120.89,109.31,119.95,193.15,136.36,128.96,86.81,102.83,75.48,0.793,0.001,0,0.053,0.104,0.049,1,"Chad Pinder 2021"
"526","Pinder, Chad",640461,2022,379,0.235,0.263,0.385,0.648,0.281,12,140.8,45.23,97.14,96.67,89.92,107.91,82.8,104.65,157.16,102.75,124.97,108.41,0.311,0.504,0.002,0,0.178,0.005,2,"Chad Pinder 2022"
"527","Blackmon, Charlie",453568,2015,682,0.287,0.347,0.45,0.797,0.345,17,83.61,85.3,103.82,97.26,100.66,95.3,65.3,84.46,58.49,94.08,78.37,89.65,0.049,0.036,0.594,0,0,0.322,3,"Charlie Blackmon 2015"
"528","Blackmon, Charlie",453568,2016,641,0.324,0.381,0.552,0.933,0.394,29,78.07,79.91,116.94,116.47,112.68,108.35,103.58,94.45,65.9,111.22,74.83,142.31,0.384,0,0.014,0,0,0.602,6,"Charlie Blackmon 2016"
"529","Blackmon, Charlie",453568,2017,725,0.331,0.399,0.601,1,0.414,37,89.11,102.7,114.21,121.73,114.53,113.43,130.26,105.54,76.85,99.74,84.94,148.07,0.522,0,0.001,0.011,0.001,0.466,1,"Charlie Blackmon 2017"
"530","Blackmon, Charlie",453568,2018,696,0.291,0.358,0.502,0.86,0.368,29,90.04,97.83,111.71,108.52,108.2,105.72,91.49,96.22,75.4,104.9,91.53,132.88,0.435,0.005,0.019,0,0,0.541,6,"Charlie Blackmon 2018"
"531","Blackmon, Charlie",453568,2019,634,0.314,0.364,0.576,0.94,0.387,32,74.52,72.19,117.11,120.32,112.46,107.37,106.2,106.88,79.89,105.46,77.52,132.96,0.459,0,0.006,0.001,0,0.533,6,"Charlie Blackmon 2019"
"532","Blackmon, Charlie",453568,2021,582,0.27,0.351,0.411,0.762,0.333,13,69.88,104.73,117.31,107.3,110.85,101.06,82.95,96.86,79.62,94.77,83.8,65.47,0.113,0.002,0.057,0,0,0.828,6,"Charlie Blackmon 2021"
"533","Blackmon, Charlie",453568,2022,577,0.264,0.314,0.419,0.733,0.317,16,85.56,67.23,105.82,95.65,96.67,94.73,56.05,78.68,95.56,109.24,77.46,94.94,0.069,0.086,0.722,0,0,0.122,3,"Charlie Blackmon 2022"
"534","Blackmon, Charlie",453568,2023,413,0.279,0.363,0.44,0.803,0.35,8,59.26,108.8,107.71,97.24,105.06,89.54,57.98,78.79,76.35,99.36,79.37,59.62,0.018,0.014,0.667,0,0,0.302,3,"Charlie Blackmon 2023"
"535","Culberson, Charlie",518586,2018,322,0.27,0.326,0.466,0.792,0.335,12,123.17,74.81,88.23,82.19,83.81,90.42,73.19,83.92,135.95,132.21,111.54,118.85,0.018,0.959,0.021,0,0.002,0.001,2,"Charlie Culberson 2018"
"536","Culberson, Charlie",518586,2021,271,0.243,0.296,0.381,0.677,0.292,5,105.71,70.94,92.32,76.54,83.06,84.26,37.92,74.97,121.11,128.05,112.35,54.08,0.002,0.828,0.17,0,0,0.001,2,"Charlie Culberson 2021"
"537","McCormick, Chas",676801,2021,320,0.257,0.319,0.447,0.766,0.327,14,145.57,87.84,90.3,101.1,96.03,111.56,120.87,123.78,156.99,91.52,128.13,128.24,0.126,0.035,0,0,0.836,0.002,5,"Chas McCormick 2021"
"538","McCormick, Chas",676801,2022,407,0.245,0.332,0.407,0.739,0.326,14,117.71,138.12,95.9,105.32,104.37,107.91,129.94,100.28,144.49,101.04,111.67,117.77,0.533,0.054,0.001,0.001,0.342,0.069,1,"Chas McCormick 2022"
"539","McCormick, Chas",676801,2023,457,0.273,0.353,0.489,0.842,0.362,22,114.06,101.86,98.5,109.46,105.68,109.29,131.33,97.06,123.42,105.29,102.45,148.16,0.816,0.022,0.001,0.001,0.071,0.09,1,"Chas McCormick 2023"
"540","Headley, Chase",452104,2015,642,0.259,0.324,0.369,0.693,0.307,11,107.07,100.57,104.22,99.51,102.24,102.72,90.01,94.66,86.41,77.37,114.74,61.63,0.281,0.162,0.054,0,0.007,0.495,6,"Chase Headley 2015"
"541","Headley, Chase",452104,2016,529,0.253,0.331,0.385,0.716,0.312,14,109.5,114.5,95.21,90.34,95.87,94.64,89.87,93.32,105.19,82.72,119.57,83.25,0.119,0.709,0.042,0,0.018,0.112,2,"Chase Headley 2016"
"542","Headley, Chase",452104,2017,586,0.273,0.352,0.406,0.758,0.329,12,107.8,116.39,98.46,90.77,97.29,95.67,68.87,96.26,111.13,88.09,112.75,59.41,0.12,0.642,0.08,0,0.008,0.15,2,"Chase Headley 2017"
"543","Utley, Chase",400284,2015,423,0.212,0.286,0.343,0.629,0.274,8,76.99,96.75,99.83,91.78,96.86,88.16,49.42,100.19,51.18,84.87,77.57,68.02,0.012,0.04,0.751,0,0,0.197,3,"Chase Utley 2015"
"544","Utley, Chase",400284,2016,565,0.252,0.319,0.396,0.715,0.312,14,100.17,84.68,102.33,93.22,97.74,96.25,65.5,95.29,72.24,74.38,103.61,77.94,0.11,0.231,0.274,0,0.001,0.384,6,"Chase Utley 2016"
"545","Utley, Chase",400284,2017,353,0.236,0.324,0.405,0.729,0.316,8,77.14,103.84,94.91,94.29,98.83,87.98,64.38,82.63,58.52,65.89,71.93,65.75,0.007,0.055,0.7,0,0,0.238,3,"Chase Utley 2017"
"546","d'Arnaud, Chase",488818,2016,262,0.245,0.317,0.335,0.652,0.287,1,93.79,104.96,91.26,73.09,85.91,79.04,7.62,62.03,88.08,110.52,93.67,12.01,0,0.267,0.732,0,0,0.001,3,"Chase d'Arnaud 2016"
"547","Cuthbert, Cheslor",596144,2016,510,0.274,0.318,0.413,0.731,0.316,12,92.31,75.14,91.66,78.84,83.42,80.92,36.56,104.03,96.95,104.62,109.11,74.01,0.006,0.694,0.294,0,0,0.006,2,"Cheslor Cuthbert 2016"
"548","Cuthbert, Cheslor",596144,2019,330,0.246,0.294,0.379,0.673,0.287,9,92.24,66.46,98.45,87.54,89.78,88.65,57.58,99.72,94.47,102.01,99.19,71.84,0.042,0.433,0.481,0,0,0.044,3,"Cheslor Cuthbert 2019"
"549","Carter, Chris",474892,2015,459,0.199,0.307,0.427,0.734,0.319,24,167.74,157.86,81.06,110.48,104.77,122.22,273.55,136.6,199.41,83.17,148.71,188.06,0,0,0,0.003,0.996,0,5,"Chris Carter 2015"
"550","Carter, Chris",474892,2016,644,0.222,0.321,0.499,0.82,0.346,41,157.13,140.74,93.63,128.45,114.55,136.31,268.1,130.25,183.13,85.85,156.46,200.26,0.001,0,0,0.389,0.61,0,5,"Chris Carter 2016"
"551","Carter, Chris",474892,2017,208,0.201,0.284,0.37,0.654,0.284,8,174.87,109.55,76.8,97.1,92.36,113.69,176.68,111.63,192.12,97.92,151.52,111.59,0.001,0.004,0,0,0.995,0,5,"Chris Carter 2017"
"552","Coghlan, Chris",458085,2015,503,0.25,0.341,0.443,0.784,0.337,16,95.34,146.4,97.43,100.26,102.88,97.78,97.07,96.99,85.74,73.28,107.79,114.41,0.199,0.085,0.02,0,0.014,0.683,6,"Chris Coghlan 2015"
"553","Coghlan, Chris",458085,2016,300,0.188,0.29,0.318,0.608,0.269,6,119.32,139.55,81.78,77.4,88.09,85.5,63.98,85.14,101.38,90.71,115.65,62.91,0.002,0.969,0.025,0,0.001,0.003,2,"Chris Coghlan 2016"
"554","Colabello, Chris",499624,2015,360,0.321,0.367,0.52,0.887,0.381,15,136.13,77.66,107.01,111.48,106.36,119.2,162.37,127.86,174.15,107.03,111.8,149.86,0.572,0.001,0,0.022,0.401,0.004,1,"Chris Colabello 2015"
"555","Davis, Chris",448801,2015,670,0.262,0.361,0.562,0.923,0.39,47,158.05,159.13,104.62,146.89,127.57,155.45,305.32,133.69,185.45,97.83,136.14,252.31,0,0,0,0.999,0.001,0,4,"Chris Davis 2015"
"556","Davis, Chris",448801,2016,665,0.221,0.332,0.459,0.791,0.34,38,161.55,157.44,86.92,118.14,109.88,130.13,230.02,124.05,170.45,95.23,142.86,179.74,0.003,0,0,0.029,0.968,0,5,"Chris Davis 2016"
"557","Davis, Chris",448801,2017,524,0.215,0.309,0.423,0.732,0.312,26,178.23,132.37,87.82,104.84,101.29,129.59,191.65,131.93,150.15,99.74,141.83,143.96,0.006,0,0,0.001,0.993,0,5,"Chris Davis 2017"
"558","Davis, Chris",448801,2018,522,0.168,0.243,0.296,0.539,0.239,16,171.69,90.93,76.09,86.33,85.06,104.38,144.97,109.61,158.51,100.95,124.48,97.75,0.013,0.384,0,0,0.603,0,5,"Chris Davis 2018"
"559","Davis, Chris",448801,2019,352,0.179,0.276,0.326,0.602,0.263,12,179.48,127.18,80.19,84.57,89.48,112.57,134.34,103.96,149.28,86.79,153.36,89.8,0.003,0.075,0,0,0.921,0,5,"Chris Davis 2019"
"560","Denorfia, Chris",456121,2015,231,0.269,0.319,0.373,0.692,0.302,3,123.38,82.75,102.22,98.26,97.49,104.64,67.06,108.06,125.63,106.01,123.04,46.71,0.424,0.459,0.02,0,0.032,0.064,2,"Chris Denorfia 2015"
"561","Gimenez, Chris",460269,2017,225,0.22,0.35,0.382,0.732,0.326,7,127.92,167.74,81.92,79.74,95.13,90.9,46.42,90.75,127.68,91.73,108.41,90.26,0.008,0.96,0.009,0,0.015,0.009,2,"Chris Gimenez 2017"
"562","Herrmann, Chris",543302,2017,256,0.181,0.273,0.345,0.618,0.272,10,125.53,128.95,85.86,92.88,94.21,96.73,112.3,108.15,140.1,80.09,106.63,113.33,0.13,0.545,0.002,0,0.29,0.033,2,"Chris Herrmann 2017"
"563","Iannetta, Chris",455104,2015,317,0.188,0.293,0.335,0.628,0.281,10,133.58,164.23,75.47,84.55,90.53,89.54,120.01,103.1,154.21,63.06,166.63,113.46,0.002,0.218,0,0,0.78,0,5,"Chris Iannetta 2015"
"564","Iannetta, Chris",455104,2016,338,0.21,0.303,0.329,0.632,0.282,7,120.79,133.58,92.05,90.11,97.43,98.4,85.3,110.24,141.3,59.09,121.4,65.14,0.085,0.614,0.003,0,0.227,0.071,2,"Chris Iannetta 2016"
"565","Iannetta, Chris",455104,2017,316,0.254,0.354,0.511,0.865,0.367,17,131.76,133.51,87.43,97.8,100.68,104.41,136.25,106.12,118.23,72.44,128.56,156.09,0.129,0.06,0,0,0.79,0.02,5,"Chris Iannetta 2017"
"566","Iannetta, Chris",455104,2018,360,0.224,0.345,0.385,0.73,0.32,11,112.9,159.99,91.07,98.04,103.51,101.43,130.9,119.45,130.02,66.82,137.9,97.45,0.12,0.055,0,0.001,0.771,0.052,5,"Chris Iannetta 2018"
"567","Johnson, Chris",453400,2015,255,0.255,0.286,0.337,0.623,0.274,3,147.86,49.65,99.03,100.76,94.65,111.23,93.54,108.06,122.97,114.53,156.47,42.31,0.359,0.443,0.001,0,0.191,0.005,2,"Chris Johnson 2015"
"568","Johnson, Chris",453400,2016,264,0.222,0.281,0.329,0.61,0.267,5,144.85,85.88,101.93,94.18,95.56,111.31,73.12,120.67,100.75,109.83,152.01,59.57,0.453,0.341,0.002,0,0.183,0.022,1,"Chris Johnson 2016"
"569","Owings, Chris",572008,2015,552,0.227,0.264,0.322,0.586,0.255,4,133.07,59.83,90.64,81.05,82.62,92.83,45.89,72.52,104.36,122.37,124.91,26.06,0.002,0.943,0.055,0,0,0,2,"Chris Owings 2015"
"570","Owings, Chris",572008,2016,466,0.277,0.315,0.416,0.731,0.311,5,91.82,51.29,105.09,91.3,93.07,94.37,42.65,92.48,81.74,119.21,102.3,33.75,0.032,0.166,0.769,0,0,0.032,3,"Chris Owings 2016"
"571","Owings, Chris",572008,2017,386,0.268,0.299,0.442,0.741,0.313,12,107.8,50.21,94.52,85.61,85.28,89.57,53.9,80.03,75.07,138.69,105.86,90.2,0.016,0.483,0.497,0,0,0.004,3,"Chris Owings 2017"
"572","Owings, Chris",572008,2018,309,0.206,0.272,0.302,0.574,0.25,4,113.37,89.78,93.09,90.48,90.38,94.45,81.64,92.12,89.65,122.15,102.27,41.28,0.048,0.711,0.22,0,0.001,0.021,2,"Chris Owings 2018"
"573","Taylor, Chris",621035,2017,568,0.288,0.354,0.496,0.85,0.361,21,119.78,100.42,106.34,106.25,105.29,112.37,119.78,98.87,100.49,80.81,130.6,107.27,0.674,0.031,0.001,0.001,0.099,0.194,1,"Chris Taylor 2017"
"574","Taylor, Chris",621035,2018,604,0.254,0.331,0.444,0.775,0.335,17,137.63,104.74,96.73,99.01,100.38,111.62,116.82,105.24,150.2,85.14,124.72,89.76,0.274,0.118,0,0,0.587,0.02,5,"Chris Taylor 2018"
"575","Taylor, Chris",621035,2019,414,0.262,0.333,0.462,0.795,0.331,12,126.32,101.98,92.5,87.77,91.62,97.75,69.09,85.66,127.12,91.29,142.04,76.36,0.03,0.929,0.006,0,0.028,0.006,2,"Chris Taylor 2019"
"576","Taylor, Chris",621035,2021,582,0.254,0.344,0.438,0.782,0.338,20,128.55,121.62,95.54,100.63,101.59,108.93,120.87,95.86,144.66,75.24,130.92,100.73,0.212,0.116,0,0,0.638,0.033,5,"Chris Taylor 2021"
"577","Taylor, Chris",621035,2022,454,0.221,0.304,0.373,0.677,0.298,10,159.36,118.57,80.61,86.49,88.96,104.06,129.94,97.71,186.51,78.51,157.76,75.41,0.002,0.149,0,0,0.849,0,5,"Chris Taylor 2022"
"578","Taylor, Chris",621035,2023,384,0.237,0.326,0.42,0.746,0.323,15,145.25,123.85,88.89,96.28,96.69,109.82,115.95,93.55,168.78,77.05,133.37,120.22,0.035,0.082,0,0,0.88,0.002,5,"Chris Taylor 2023"
"579","Young, Chris",455759,2015,356,0.252,0.32,0.453,0.773,0.332,14,104.52,106.94,90.64,89.78,92.43,90.36,84.71,75.73,90.4,86.58,113.41,141.44,0.065,0.774,0.09,0,0.005,0.066,2,"Chris Young 2015"
"580","Young, Chris",455759,2016,227,0.276,0.352,0.498,0.85,0.364,9,108.03,110.92,91.26,92.26,95.25,93.02,70.07,103.19,91.88,71.25,123.23,124.71,0.14,0.645,0.031,0,0.033,0.151,2,"Chris Young 2016"
"581","Young, Chris",455759,2017,276,0.235,0.322,0.387,0.709,0.31,7,95.34,124.38,92.16,83.97,93.59,86.39,62.89,89.59,91.03,73.17,82.9,73.59,0.014,0.473,0.385,0,0,0.127,2,"Chris Young 2017"
"582","Arroyo, Christian",624414,2022,300,0.286,0.322,0.414,0.736,0.319,6,73.79,52.56,120.7,109.39,105.98,103.79,81.53,108.25,55.84,136.54,93.61,68.48,0.445,0.003,0.174,0,0,0.378,1,"Christian Arroyo 2022"
"583","Arroyo, Christian",624414,2023,206,0.241,0.268,0.369,0.637,0.274,3,97.13,39.35,94.5,83.59,84.61,87.43,54.43,81.8,95.87,138.41,98.76,44.82,0.005,0.392,0.601,0,0,0.002,3,"Christian Arroyo 2023"
"584","Bethancourt, Christian",542194,2016,204,0.228,0.265,0.368,0.633,0.273,6,135.03,58.44,92.05,96.34,89.96,101.9,109.68,100.09,164.12,146.32,105.18,92.51,0.313,0.633,0.005,0,0.046,0.002,2,"Christian Bethancourt 2016"
"585","Bethancourt, Christian",542194,2022,333,0.252,0.283,0.409,0.692,0.301,11,108.65,44,105.41,114.22,102.13,110.93,149.05,115.19,154.28,151.22,116.42,113.1,0.97,0.005,0,0,0.019,0.005,1,"Christian Bethancourt 2022"
"586","Bethancourt, Christian",542194,2023,332,0.225,0.254,0.381,0.635,0.271,11,122.08,45.14,86.09,90.06,82.44,91.65,93.47,102.06,137.78,157.59,123.91,101.97,0.057,0.926,0.011,0,0.005,0,2,"Christian Bethancourt 2023"
"587","Encarnacion-Strand, Christian",687952,2023,241,0.27,0.328,0.477,0.805,0.346,13,127.43,67.13,108.11,114.01,107.23,120.35,124.23,121.07,105.05,127.26,112.14,166.01,0.954,0.001,0,0.005,0.023,0.017,1,"Christian Encarnacion-Strand 2023"
"588","Villanueva, Christian",570799,2018,384,0.236,0.299,0.45,0.749,0.323,20,126.43,69.06,89.85,97.31,93.82,101.16,136.53,85.56,132.99,122.51,113.25,166.1,0.489,0.379,0.004,0,0.118,0.01,1,"Christian Villanueva 2018"
"589","Vázquez, Christian",543877,2017,345,0.29,0.33,0.404,0.734,0.318,5,89.11,55.91,102,85.61,89.59,87.98,40.43,64.37,87.49,104.11,59.44,42.05,0.001,0.035,0.96,0,0,0.005,3,"Christian Vázquez 2017"
"590","Vázquez, Christian",543877,2018,269,0.207,0.257,0.283,0.54,0.24,3,70.92,55.25,99.57,82.67,87.88,81.57,26.74,79.27,40.37,105.26,78.59,35.57,0,0.011,0.987,0,0,0.002,3,"Christian Vázquez 2018"
"591","Vázquez, Christian",543877,2019,521,0.276,0.32,0.477,0.797,0.331,23,88.15,72.19,99.64,101.3,95.91,95.15,75.49,106.88,86.3,112.73,76.56,116.29,0.33,0.094,0.316,0,0,0.261,1,"Christian Vázquez 2019"
"592","Vázquez, Christian",543877,2021,498,0.258,0.308,0.352,0.66,0.289,6,75.7,74.32,94.74,80.36,85.22,78.22,30.81,78.25,70.65,107.79,64.99,35.32,0,0.03,0.969,0,0,0.002,3,"Christian Vázquez 2021"
"593","Vázquez, Christian",543877,2022,426,0.274,0.315,0.399,0.714,0.312,9,73.34,63.56,108.3,95.39,96.67,91.98,64.97,93.59,67.93,108.89,67.71,72.33,0.025,0.016,0.843,0,0,0.116,3,"Christian Vázquez 2022"
"594","Vázquez, Christian",543877,2023,355,0.223,0.28,0.318,0.598,0.264,6,102.92,81.02,90.49,77.36,83.06,82.69,37.86,82.05,121.7,115.05,82.14,52.02,0.002,0.634,0.362,0,0,0.002,2,"Christian Vázquez 2023"
"595","Walker, Christian",572233,2019,603,0.259,0.348,0.476,0.824,0.346,29,116.78,127.18,104.01,118.25,111.54,118.55,167.61,129.42,128.29,82.99,117.25,126.69,0.467,0.001,0,0.21,0.274,0.049,1,"Christian Walker 2019"
"596","Walker, Christian",572233,2021,445,0.244,0.315,0.382,0.697,0.304,10,106.6,95.72,100.38,92.04,96.03,96.86,75.84,103.41,116.06,101.28,105.15,65.87,0.243,0.52,0.098,0,0.007,0.133,2,"Christian Walker 2021"
"597","Walker, Christian",572233,2022,667,0.242,0.327,0.477,0.804,0.346,36,88.73,125.9,106.23,123.12,115.29,111.75,146.5,113.14,89.8,78.85,116.9,184.79,0.5,0,0,0.224,0.024,0.252,1,"Christian Walker 2022"
"598","Walker, Christian",572233,2023,661,0.258,0.333,0.497,0.83,0.351,33,85.54,108.8,100.5,110.18,105.06,100.07,134.88,101.06,108.5,91,107.75,153.65,0.654,0.016,0.003,0.001,0.021,0.304,1,"Christian Walker 2023"
"599","Yelich, Christian",592885,2015,525,0.3,0.366,0.416,0.782,0.343,7,97.89,114.58,120.99,110.48,113.32,113.71,84.71,131.36,91.06,83.85,110.47,47.96,0.367,0.001,0.001,0.003,0.002,0.626,6,"Christian Yelich 2015"
"600","Yelich, Christian",592885,2016,659,0.298,0.376,0.483,0.859,0.367,21,102.63,130.01,120.89,122.94,120.77,123.94,147.76,140.69,89.98,72.64,131.34,100.24,0.152,0,0,0.763,0.008,0.078,4,"Christian Yelich 2016"
"601","Yelich, Christian",592885,2017,694,0.282,0.369,0.439,0.808,0.348,18,94.38,131.23,113.03,107.89,111.76,108.92,104.81,132.8,83.35,84.09,107.9,75.25,0.349,0.002,0.001,0.004,0.004,0.64,6,"Christian Yelich 2017"
"602","Yelich, Christian",592885,2018,651,0.326,0.402,0.598,1,0.422,36,96.58,119.7,128.71,139.25,130.41,133.89,181.57,138.86,82.52,89.81,107.88,176.36,0.003,0,0,0.996,0,0.001,4,"Christian Yelich 2018"
"603","Yelich, Christian",592885,2019,580,0.329,0.429,0.671,1.1,0.442,44,92.24,158.12,124.65,144.15,131.46,133.63,202.16,130.21,92.72,96.47,119.65,199.84,0.001,0,0,0.999,0,0,4,"Christian Yelich 2019"
"604","Yelich, Christian",592885,2021,475,0.248,0.362,0.373,0.735,0.325,9,106.6,165.54,102.4,93.47,104.06,101.06,90.06,122.78,94.2,65.11,120.94,55.54,0.18,0.08,0.006,0,0.048,0.687,6,"Christian Yelich 2021"
"605","Yelich, Christian",592885,2022,671,0.252,0.355,0.383,0.738,0.328,14,109.11,160.12,106.65,102.77,108.87,108.73,104.46,124.96,85.2,79.2,121.65,71.44,0.346,0.011,0.001,0.004,0.041,0.596,6,"Christian Yelich 2022"
"606","Yelich, Christian",592885,2023,632,0.278,0.37,0.447,0.817,0.353,19,98.91,142.37,113.72,110.18,112.19,111.92,108.85,125.32,101.61,86.46,111.68,92.52,0.475,0.001,0,0.016,0.014,0.492,6,"Christian Yelich 2023"
"607","Stewart, Christin",621514,2019,416,0.233,0.305,0.388,0.693,0.294,10,112.69,93.96,98.05,99.92,98.36,101.39,94.68,89.64,117.79,108.23,106.89,63.32,0.353,0.47,0.057,0,0.013,0.108,2,"Christin Stewart 2019"
"608","Morel, Christopher",666624,2022,425,0.235,0.308,0.433,0.741,0.322,16,145.78,108.79,96.31,110.66,104.05,122.74,170.7,103.62,193.42,97.63,119.27,128.9,0.082,0.002,0,0.002,0.913,0.001,5,"Christopher Morel 2022"
"609","Morel, Christopher",666624,2023,429,0.247,0.313,0.508,0.821,0.347,26,138.12,97.23,98.9,117.12,106.3,123.51,188.13,125.07,160.74,100.76,134.06,186.52,0.132,0,0,0.054,0.814,0.001,5,"Christopher Morel 2023"
"610","Pennington, Cliff",460060,2015,249,0.21,0.298,0.281,0.579,0.26,3,100.44,137.49,89.84,79.31,90.85,85.42,51.18,76.31,124.96,82.15,88.53,43.33,0.003,0.803,0.178,0,0,0.016,2,"Cliff Pennington 2015"
"611","Pennington, Cliff",460060,2017,217,0.253,0.306,0.33,0.636,0.279,3,127.92,84.44,89.01,73.18,81.9,85.86,20.96,71.33,116.45,99.74,88.51,40.11,0,0.845,0.154,0,0,0.001,2,"Cliff Pennington 2017"
"612","Barmes, Clint",425549,2015,224,0.232,0.281,0.353,0.634,0.275,3,125.42,57.29,80.66,70.83,75.34,79.37,45.89,45.14,91.73,130.55,112.34,48.17,0,0.873,0.127,0,0,0,2,"Clint Barmes 2015"
"613","Frazier, Clint",640449,2019,246,0.267,0.317,0.489,0.806,0.333,12,129.5,74.48,97.26,105.42,97.75,109.19,138.18,95.74,121.29,72.61,166.6,128.5,0.2,0.061,0,0,0.73,0.008,5,"Clint Frazier 2019"
"614","Frazier, Clint",640449,2021,218,0.186,0.317,0.317,0.634,0.289,5,133.48,165.54,83.45,84.41,96.65,97.64,120.87,104.41,126.16,54.62,138.11,67.23,0.017,0.458,0,0,0.512,0.013,5,"Clint Frazier 2021"
"615","Robinson, Clint",519208,2015,352,0.272,0.358,0.424,0.782,0.34,10,75.46,133.67,114.6,113.72,114.59,106.29,88.24,103.98,74.44,87.26,88.27,102.18,0.128,0,0.004,0.001,0,0.866,6,"Clint Robinson 2015"
"616","Robinson, Clint",519208,2016,224,0.235,0.305,0.332,0.637,0.282,5,83.48,106.15,88.89,82.92,91.82,83.61,74.64,91.07,70.97,84.8,78.23,70.21,0.006,0.255,0.682,0,0,0.057,3,"Clint Robinson 2016"
"617","Crisp, Coco",424825,2016,498,0.231,0.302,0.397,0.699,0.301,13,77.09,109.73,96,84.83,91.82,83.34,36.56,65.69,73.5,88.63,87.91,82.11,0.002,0.124,0.846,0,0,0.028,3,"Coco Crisp 2016"
"618","Asche, Cody",605125,2015,456,0.245,0.294,0.395,0.689,0.298,12,123.89,72.57,95.83,95.77,93.38,101.35,100.6,96.11,91.06,102.6,127.85,94.65,0.303,0.601,0.026,0,0.026,0.044,2,"Cody Asche 2015"
"619","Asche, Cody",605125,2016,218,0.213,0.284,0.35,0.634,0.279,4,121.78,99,91.26,86.27,91.51,93.56,53.32,84.3,71.6,90.02,101.78,57.72,0.014,0.725,0.231,0,0,0.029,2,"Cody Asche 2016"
"620","Bellinger, Cody",641355,2017,548,0.267,0.352,0.581,0.933,0.38,39,127.44,133.51,100.03,126.65,112.37,125.35,182.67,132.51,161.38,85.55,114.79,206.48,0.05,0,0,0.701,0.248,0.001,4,"Cody Bellinger 2017"
