"","name","player_id","year","pa","avg","obp","slg","ops","woba","home_run","adj_k_pct","adj_bb_pct","adj_xba","adj_xslg","adj_xwoba","adj_xwobacon","adj_barrel_pct","adj_hh_pct","adj_zswm_pct","adj_ozsw_pct","adj_ozswm_pct","adj_hr_rate","probC1","probC2","probC3","probC4","probC5","probC6","Cluster","PlayerYear"
"111","Bohm, Alec",664761,2022,631,0.28,0.315,0.398,0.713,0.31,13,78.77,59.89,119.87,110.91,106.94,105.16,86.62,110.56,92.68,107.19,75.56,70.54,0.392,0.002,0.057,0,0,0.548,6,"Alec Bohm 2022"
"112","Bohm, Alec",664761,2023,611,0.274,0.327,0.437,0.764,0.329,20,68.61,79.87,116.12,108.5,106.3,99.28,67.44,104.31,68.31,104.59,75.68,100.74,0.167,0.002,0.13,0,0,0.7,6,"Alec Bohm 2023"
"113","Burleson, Alec",676475,2023,347,0.244,0.3,0.39,0.69,0.3,8,57.92,76.39,110.91,107.54,104.44,94.54,69.81,102.56,67.17,118.54,67.84,70.95,0.088,0.004,0.485,0,0,0.423,3,"Alec Burleson 2023"
"114","Díaz, Aledmys",649557,2016,460,0.3,0.369,0.51,0.879,0.37,17,63.83,106.15,100.74,98.97,100.23,89.53,68.55,110.52,64.63,87.24,92.88,116.25,0.103,0.03,0.209,0,0,0.658,6,"Aledmys Díaz 2016"
"115","Díaz, Aledmys",649557,2017,301,0.259,0.29,0.392,0.682,0.291,7,67.08,49.07,97.28,83.26,84.36,79.77,41.92,70.17,76.26,129.96,100.5,67.47,0.001,0.075,0.923,0,0,0.001,3,"Aledmys Díaz 2017"
"116","Díaz, Aledmys",649557,2018,452,0.263,0.303,0.453,0.756,0.321,18,63.92,58.7,109.28,110.72,103.51,97.4,104.16,108.25,83.71,131.13,100.56,127,0.707,0.007,0.055,0,0,0.231,1,"Aledmys Díaz 2018"
"117","Díaz, Aledmys",649557,2019,247,0.271,0.356,0.467,0.823,0.345,9,51.34,120.31,104.8,97.17,105.11,87.61,81.89,90.7,51.32,86.1,111.95,95.99,0.046,0.018,0.235,0,0,0.701,6,"Aledmys Díaz 2019"
"118","Díaz, Aledmys",649557,2021,319,0.259,0.317,0.405,0.722,0.311,8,86.9,56.31,107.64,98,98.5,96.33,77.02,112.71,72.89,124.79,98.89,73.51,0.374,0.066,0.354,0,0,0.205,1,"Aledmys Díaz 2021"
"119","Díaz, Aledmys",649557,2022,327,0.243,0.287,0.403,0.69,0.301,12,73.34,67.23,107.89,100.74,98.91,94.18,80.26,94.62,93.83,112.65,85.06,125.64,0.324,0.041,0.314,0,0,0.321,1,"Aledmys Díaz 2022"
"120","Díaz, Aledmys",649557,2023,344,0.229,0.28,0.337,0.617,0.268,4,85.54,56.72,94.1,78.32,83.99,80.06,33.13,83.8,83.24,119.59,90.68,35.79,0.001,0.166,0.832,0,0,0.001,3,"Aledmys Díaz 2023"
"121","De Aza, Alejandro",457477,2015,365,0.262,0.333,0.422,0.755,0.326,7,117.26,108.21,95.03,89.03,94.33,96.4,51.18,67.86,75.11,102.94,117.15,68.98,0.025,0.726,0.214,0,0.001,0.035,2,"Alejandro De Aza 2015"
"122","De Aza, Alejandro",457477,2016,267,0.205,0.297,0.321,0.618,0.276,6,123.25,115.69,96.79,91.06,98.05,100.28,71.59,76.69,71.6,87.93,137.89,70.68,0.081,0.763,0.056,0,0.01,0.09,2,"Alejandro De Aza 2016"
"123","Kirk, Alejandro",672386,2022,541,0.285,0.372,0.415,0.787,0.347,14,48.44,141.79,114.91,109.64,112.72,95.28,85.35,116.73,60.44,79.54,64.86,88.6,0.021,0,0.014,0,0,0.965,6,"Alejandro Kirk 2022"
"124","Kirk, Alejandro",672386,2023,422,0.25,0.334,0.358,0.692,0.308,8,47.67,115.75,102.51,92.45,99.17,81.64,61.53,95.8,43.05,93.09,54.45,58.34,0.002,0.003,0.87,0,0,0.125,3,"Alejandro Kirk 2023"
"125","Thomas, Alek",677950,2022,411,0.231,0.275,0.344,0.619,0.272,8,81.49,66.01,98.38,85.22,88.96,85.12,48.41,88.97,104.77,114.01,92.42,66.64,0.012,0.279,0.694,0,0,0.015,3,"Alek Thomas 2022"
"126","Thomas, Alek",677950,2023,402,0.23,0.273,0.374,0.647,0.278,9,95.35,54.4,100.5,89.34,90.19,91.12,60.34,104.06,77.5,117.15,111.45,68.9,0.081,0.384,0.494,0,0,0.041,3,"Alek Thomas 2023"
"127","Hanson, Alen",593700,2017,234,0.221,0.262,0.346,0.608,0.261,4,106.36,58.2,80.74,66.84,73.58,73.67,26.95,78,85.71,109.57,134.69,49.6,0,0.915,0.085,0,0,0,2,"Alen Hanson 2017"
"128","Hanson, Alen",593700,2018,310,0.252,0.274,0.425,0.699,0.296,8,106.84,33.38,86.21,76.58,75.99,80.5,54.89,59.86,113.99,125.74,114.23,82.3,0,0.861,0.139,0,0,0,2,"Alen Hanson 2018"
"129","Avila, Alex",488671,2015,219,0.191,0.339,0.287,0.626,0.294,4,153.46,232.97,93.84,106.74,113.32,124.42,187.08,141.84,176.81,51.81,193.65,65.69,0,0,0,0.007,0.993,0,5,"Alex Avila 2015"
"130","Avila, Alex",488671,2016,209,0.213,0.359,0.373,0.732,0.329,7,183.15,217.07,78.62,84.83,99.29,116.14,132.53,113.34,202.77,50.74,165.88,105.35,0,0,0,0,1,0,5,"Alex Avila 2016"
"131","Avila, Alex",488671,2017,376,0.264,0.387,0.447,0.834,0.362,14,152.84,188.28,107.52,130.17,123.46,147.88,224.59,147.29,175.57,44.78,184.43,108.03,0,0,0,0.922,0.078,0,4,"Alex Avila 2017"
"132","Avila, Alex",488671,2018,234,0.165,0.299,0.304,0.603,0.273,7,179.62,181.86,76.9,92.67,96.94,118.87,173.12,126.29,182.86,45.98,149.62,95.4,0,0,0,0,1,0,5,"Alex Avila 2018"
"133","Avila, Alex",488671,2019,201,0.207,0.353,0.421,0.774,0.323,9,153.58,205.1,91.3,114.36,110.31,132.85,240.54,129.95,166.2,45.64,184.9,117.95,0,0,0,0.031,0.968,0,5,"Alex Avila 2019"
"134","Bregman, Alex",608324,2016,217,0.264,0.313,0.478,0.791,0.336,8,117.85,82.3,97.19,97.77,95.25,100.55,102.06,101.5,141.94,81.68,104.66,115.96,0.424,0.388,0.009,0,0.096,0.082,1,"Alex Bregman 2016"
"135","Bregman, Alex",608324,2017,626,0.284,0.352,0.475,0.827,0.351,19,74.26,100.42,107.91,102.96,104.06,95.93,70.37,99.45,67.39,87.73,76.53,88.06,0.079,0.01,0.194,0,0,0.718,6,"Alex Bregman 2017"
"136","Bregman, Alex",608324,2018,705,0.286,0.394,0.532,0.926,0.396,31,56.45,156.53,108.07,113.16,115.4,97.4,106.97,109.07,48.68,65.38,64.92,140.23,0.02,0,0.003,0,0,0.977,6,"Alex Bregman 2018"
"137","Bregman, Alex",608324,2019,690,0.296,0.423,0.592,1.015,0.418,41,54.53,197.08,104.4,103.82,114.3,91.77,61.41,100.78,58.31,54.63,67.89,156.53,0.006,0,0.005,0,0,0.989,6,"Alex Bregman 2019"
"138","Bregman, Alex",608324,2021,400,0.27,0.355,0.422,0.777,0.336,12,59.57,123.87,104.01,99.43,102.52,88.46,75.84,95.86,45.98,62.22,79.62,87.94,0.013,0.006,0.208,0,0,0.773,6,"Alex Bregman 2021"
"139","Bregman, Alex",608324,2022,656,0.259,0.366,0.454,0.82,0.358,23,52.97,162.57,106.23,105.82,112.4,92.53,92.99,97.19,54.11,60.76,77.46,120.04,0.012,0,0.012,0,0,0.975,6,"Alex Bregman 2022"
"140","Bregman, Alex",608324,2023,724,0.262,0.363,0.441,0.804,0.351,25,53.47,147,106.51,102.99,108.78,90.59,63.89,95.55,49.94,64.85,69.22,106.27,0.009,0.001,0.069,0,0,0.921,6,"Alex Bregman 2023"
"141","Call, Alex",669743,2023,439,0.2,0.307,0.307,0.614,0.28,8,79.31,140.06,85.69,80.24,91.74,77.43,62.71,75.29,71.76,69.03,82.83,56.08,0.001,0.299,0.662,0,0,0.037,3,"Alex Call 2023"
"142","Dickerson, Alex",543105,2016,285,0.257,0.333,0.455,0.788,0.336,10,75.62,108.54,106.28,106.64,106.45,98.67,100.54,110.8,85.54,91.41,90.01,110.37,0.281,0.008,0.023,0,0.001,0.688,6,"Alex Dickerson 2016"
"143","Dickerson, Alex",543105,2021,312,0.233,0.304,0.42,0.724,0.313,13,109.29,83.33,105.22,106.35,104.06,108.14,119.68,97.12,109.9,111.77,109.56,122.14,0.839,0.028,0.004,0,0.016,0.112,1,"Alex Dickerson 2021"
"144","Gordon, Alex",460086,2015,422,0.271,0.377,0.432,0.809,0.351,13,111.15,147.68,96.63,98.76,104.77,101.9,91.77,99.32,110.34,73.28,116.35,110.8,0.319,0.151,0.006,0,0.122,0.402,6,"Alex Gordon 2015"
"145","Gordon, Alex",460086,2016,506,0.22,0.312,0.38,0.692,0.303,17,143.38,122.85,90.87,101.37,100.54,111.31,132.53,103.19,123.56,83.07,141.03,105.68,0.12,0.06,0,0,0.811,0.009,5,"Alex Gordon 2016"
"146","Gordon, Alex",460086,2017,541,0.208,0.293,0.315,0.608,0.269,9,111.63,94.71,88.61,83.97,91.13,89.57,67.38,90.75,100.49,92.1,101.01,48.27,0.011,0.84,0.134,0,0.001,0.014,2,"Alex Gordon 2017"
"147","Gordon, Alex",460086,2018,568,0.245,0.324,0.37,0.694,0.305,13,101.71,101.29,102.4,103.16,102.89,102.5,95.71,108.52,86.08,102.39,107.64,72.99,0.512,0.078,0.037,0,0.006,0.368,1,"Alex Gordon 2018"
"148","Gordon, Alex",460086,2019,633,0.266,0.345,0.396,0.741,0.319,13,71.79,92.81,101.23,96.71,101.12,90.47,69.09,101.84,83.39,92.67,97.74,54.1,0.086,0.103,0.433,0,0,0.378,3,"Alex Gordon 2019"
"149","Guerrero, Alex",648717,2015,230,0.233,0.261,0.434,0.695,0.297,11,126.44,38.19,93.04,99.01,90.85,100.52,139.42,95.82,105.02,135.32,123.57,172.02,0.703,0.241,0.005,0,0.043,0.007,1,"Alex Guerrero 2015"
"150","Kirilloff, Alex",666135,2021,231,0.251,0.299,0.423,0.722,0.307,8,100.78,68.69,117.31,128.29,113.02,119.69,151.68,110.45,112.7,126.24,96.8,101.52,0.924,0,0,0.008,0.002,0.066,1,"Alex Kirilloff 2021"
"151","Kirilloff, Alex",666135,2023,319,0.27,0.348,0.445,0.793,0.343,11,111.83,101.86,104.51,101.79,103.51,106.13,87.56,94.3,99.89,115.05,101.52,106.13,0.666,0.075,0.027,0,0.007,0.225,1,"Alex Kirilloff 2023"
"152","Presley, Alex",502100,2017,263,0.314,0.354,0.416,0.77,0.334,3,89.11,65.04,118.15,88.89,96.98,96.73,14.97,68.72,79.21,85.18,88.77,33.1,0.006,0.028,0.898,0,0,0.068,3,"Alex Presley 2017"
"153","Rios, Alex",425567,2015,411,0.255,0.287,0.353,0.64,0.279,4,83.11,45.83,102.62,90.03,91.48,89.26,44.12,92.62,64.47,97.48,101.1,35,0.008,0.099,0.866,0,0,0.027,3,"Alex Rios 2015"
"154","Rodriguez, Alex",121347,2015,620,0.25,0.356,0.486,0.842,0.361,33,119.3,171.86,98.63,123.2,116.49,119.75,192.37,127.86,174.15,82.83,121.97,191.44,0.022,0,0,0.671,0.306,0.001,4,"Alex Rodriguez 2015"
"155","Rodriguez, Alex",121347,2016,243,0.2,0.247,0.351,0.598,0.258,9,135.52,69.18,85.73,94.66,89.33,99.48,114.25,108.55,153.98,115.74,103.35,116.5,0.2,0.669,0.003,0,0.125,0.004,2,"Alex Rodriguez 2016"
"156","Verdugo, Alex",657077,2019,377,0.294,0.342,0.475,0.817,0.341,12,59.07,79.06,114.73,104.96,103.88,94.37,72.93,105.28,51.32,99.93,75.11,83.85,0.065,0.002,0.305,0,0,0.628,6,"Alex Verdugo 2019"
"157","Verdugo, Alex",657077,2021,604,0.289,0.351,0.426,0.777,0.334,13,71.22,94.59,114.49,105.16,104.99,97.91,84.13,108.19,63.36,95.86,77.53,63.09,0.099,0.004,0.138,0,0,0.76,6,"Alex Verdugo 2021"
"158","Verdugo, Alex",657077,2022,644,0.28,0.328,0.405,0.733,0.319,11,60.66,79.45,114.91,108.88,105.66,96.93,76.43,98.22,55.26,85,76.03,58.48,0.044,0.002,0.227,0,0,0.728,6,"Alex Verdugo 2022"
"159","Verdugo, Alex",657077,2023,602,0.264,0.324,0.421,0.745,0.322,13,68.61,86.81,111.31,99.88,102.58,94.28,59.16,94.05,47.07,77.4,86.3,66.46,0.026,0.008,0.403,0,0,0.563,6,"Alex Verdugo 2023"
"160","Ramirez, Alexei",493351,2015,622,0.249,0.285,0.357,0.642,0.279,10,55.57,63.65,97.43,78.31,84.83,76.63,17.65,64.66,74.44,107.37,65.8,57.83,0,0.01,0.989,0,0,0.001,3,"Alexei Ramirez 2015"
"161","Ramirez, Alexei",493351,2016,506,0.241,0.277,0.333,0.61,0.264,6,61.38,50.09,96,72.85,79.68,73.13,7.62,67.38,66.53,113.3,73.52,37.3,0,0.012,0.988,0,0,0,3,"Alexei Ramirez 2016"
"162","Amarista, Alexi",506560,2015,357,0.204,0.257,0.287,0.544,0.236,3,78.52,85.3,85.85,73.57,79.13,73.61,19.41,47.18,61.15,111.46,65.8,30.22,0,0.033,0.967,0,0,0,3,"Alexi Amarista 2015"
"163","Rivas III, Alfonso",663845,2022,287,0.235,0.322,0.307,0.629,0.285,3,137.17,123.45,91.77,79.37,91.21,97.2,53.5,90.77,90.38,76.81,129.01,35.79,0.007,0.959,0.02,0,0.004,0.01,2,"Alfonso Rivas III 2022"
"164","Córdoba, Allen",642707,2017,227,0.208,0.282,0.297,0.579,0.256,4,114.03,90.15,91.37,76.93,86.21,85.6,29.95,61.47,135.96,106.66,95.4,51.13,0.001,0.848,0.15,0,0,0.001,2,"Allen Córdoba 2017"
"165","Rosario, Amed",642708,2018,592,0.256,0.295,0.381,0.676,0.29,9,93.78,56.4,102.8,89.26,90.38,91.77,54.89,88.29,109.83,136.52,97.63,48.48,0.044,0.332,0.61,0,0,0.014,3,"Amed Rosario 2018"
"166","Rosario, Amed",642708,2019,655,0.287,0.323,0.432,0.755,0.318,15,85.88,53.85,112.34,95.34,97.14,96.71,53.74,104.75,82.22,124.48,99.43,60.33,0.202,0.07,0.58,0,0,0.148,3,"Amed Rosario 2019"
"167","Rosario, Amed",642708,2021,588,0.282,0.321,0.409,0.73,0.315,11,91.38,59.68,107.64,87.75,92.64,92.39,33.18,109.44,88.59,125.52,94.24,54.84,0.065,0.144,0.739,0,0,0.051,3,"Amed Rosario 2021"
"168","Rosario, Amed",642708,2022,670,0.283,0.312,0.403,0.715,0.311,11,75.15,45.23,114.09,100.74,99.56,97.2,57.33,98.48,88.65,136.54,70.8,56.21,0.106,0.014,0.774,0,0,0.106,3,"Amed Rosario 2022"
"169","Rosario, Amed",642708,2023,545,0.263,0.305,0.378,0.683,0.297,6,81.09,61.35,108.51,91.02,94.53,91.38,40.23,98.56,82.09,137.37,84.91,33.88,0.021,0.042,0.91,0,0,0.027,3,"Amed Rosario 2023"
"170","Ethier, Andre",444843,2015,445,0.294,0.366,0.486,0.852,0.366,14,86.16,123.49,114.2,117.47,115.54,111.23,104.13,94.66,69.13,101.92,103.78,113.16,0.349,0.001,0.003,0.002,0.001,0.645,6,"Andre Ethier 2015"
"171","Simmons, Andrelton",592743,2015,583,0.265,0.321,0.338,0.659,0.29,4,41.81,85.3,109.41,88.54,96.54,83.49,17.65,84.46,51.18,86.58,61.79,24.68,0,0.001,0.977,0,0,0.021,3,"Andrelton Simmons 2015"
"172","Simmons, Andrelton",592743,2016,483,0.281,0.324,0.366,0.69,0.302,4,38.79,69.18,107.07,84.83,92.76,79.58,18.28,83.45,50.69,91.06,63.32,26.05,0,0.001,0.993,0,0,0.006,3,"Andrelton Simmons 2016"
"173","Simmons, Andrelton",592743,2017,647,0.278,0.331,0.421,0.752,0.323,14,49.83,83.3,102.79,89.36,94.52,81.89,37.43,83.21,58.52,97.2,56.88,62.78,0.001,0.004,0.976,0,0,0.02,3,"Andrelton Simmons 2017"
"174","Simmons, Andrelton",592743,2018,600,0.292,0.337,0.417,0.754,0.326,11,34.06,66.76,111.3,94.62,98.82,84.52,57.71,99.23,59.96,85.14,57.36,58.47,0.002,0.001,0.876,0,0,0.12,3,"Andrelton Simmons 2018"
"175","Simmons, Andrelton",592743,2019,424,0.264,0.309,0.364,0.673,0.29,7,39.53,65.31,96.47,74.94,83.66,70.46,21.75,89.11,41.4,103.74,69.82,43.49,0,0.003,0.996,0,0,0.001,3,"Andrelton Simmons 2019"
"176","Simmons, Andrelton",592743,2021,451,0.223,0.283,0.274,0.557,0.252,3,61.36,79.95,92.72,67,80.59,69.3,7.11,54.85,63.92,103.09,63.14,19.5,0,0.009,0.991,0,0,0,3,"Andrelton Simmons 2021"
"177","Blanco, Andres",433217,2015,261,0.292,0.36,0.502,0.862,0.372,7,86.16,101.85,105.02,102.25,105.09,99.42,91.77,77.47,114.33,103.28,84.25,96.46,0.318,0.073,0.14,0,0.001,0.468,6,"Andres Blanco 2015"
"178","Blanco, Andres",433217,2016,209,0.253,0.316,0.405,0.721,0.313,4,96.24,63.21,96.4,79.8,89.65,85.23,30.47,99.52,121.66,119.21,103.35,60.2,0.015,0.657,0.322,0,0,0.007,2,"Andres Blanco 2016"
"179","Benintendi, Andrew",643217,2017,658,0.271,0.352,0.424,0.776,0.332,20,81.45,120.96,104.37,102.02,104.06,96.99,82.35,96.84,76.26,91.73,85.71,88.19,0.132,0.025,0.115,0,0,0.727,6,"Andrew Benintendi 2017"
"180","Benintendi, Andrew",643217,2018,661,0.29,0.366,0.465,0.831,0.357,16,74.65,123.16,114.14,109.5,110.39,102.23,90.08,92.12,94.99,87.3,67.61,77.2,0.092,0.002,0.032,0,0,0.874,6,"Andrew Benintendi 2018"
"181","Benintendi, Andrew",643217,2019,615,0.266,0.343,0.431,0.774,0.33,13,103.6,110,103.61,104.05,103.57,103.47,103.64,99.98,121.88,103.04,82.82,55.68,0.48,0.084,0.043,0,0.005,0.388,1,"Andrew Benintendi 2019"
"182","Benintendi, Andrew",643217,2021,538,0.276,0.324,0.442,0.766,0.328,17,80.63,75.45,105.22,108.73,102.21,98.96,105.46,108.69,105.97,108.88,74.28,92.62,0.508,0.021,0.076,0,0.001,0.395,1,"Andrew Benintendi 2021"
"183","Benintendi, Andrew",643217,2022,521,0.304,0.373,0.399,0.772,0.342,5,67,122.23,112.85,103.54,107.26,96.38,64.97,99.51,103.62,77.49,70.09,32.86,0.04,0.006,0.117,0,0,0.837,6,"Andrew Benintendi 2022"
"184","Benintendi, Andrew",643217,2023,621,0.262,0.326,0.356,0.682,0.299,5,63.71,97.23,108.11,89.82,96.07,86.12,34.31,67.54,91.85,92.74,65.53,24.78,0.001,0.014,0.956,0,0,0.03,3,"Andrew Benintendi 2023"
"185","Knapp, Andrew",595284,2017,204,0.257,0.368,0.368,0.736,0.321,3,131.76,173.45,90.19,81.62,94.21,96.2,38.93,116.56,124.73,71.35,124.48,42.67,0.019,0.877,0.005,0,0.069,0.031,2,"Andrew Knapp 2017"
"186","Knapp, Andrew",595284,2018,215,0.198,0.294,0.316,0.61,0.273,4,162.83,128.91,82.16,84.62,90.06,104.65,123.86,107.97,162.67,81.55,140.1,59.33,0.007,0.29,0,0,0.702,0,5,"Andrew Knapp 2018"
"187","Knizner, Andrew",668800,2022,293,0.215,0.301,0.3,0.601,0.275,4,95.98,108.79,90.53,77.84,89.92,82.37,44.59,85.37,83.47,112.31,90.76,46.74,0.003,0.412,0.577,0,0,0.008,3,"Andrew Knizner 2022"
"188","Knizner, Andrew",668800,2023,241,0.241,0.287,0.424,0.711,0.306,10,114.5,57.87,88.49,93.65,88.64,93.75,93.47,102.31,120.55,129,91.14,127.7,0.218,0.7,0.063,0,0.005,0.013,2,"Andrew Knizner 2023"
"189","McCutchen, Andrew",457705,2015,685,0.292,0.401,0.488,0.889,0.38,23,98.91,182.05,114.6,130.43,126.3,124.97,164.13,129.9,135.6,73.63,113.14,120.77,0.012,0,0,0.978,0.004,0.006,4,"Andrew McCutchen 2015"
"190","McCutchen, Andrew",457705,2016,675,0.256,0.336,0.43,0.766,0.329,24,104.1,121.66,101.93,109.52,106.77,107.81,129.48,117.57,118.49,82.72,116.43,111.84,0.646,0.013,0.001,0.006,0.115,0.22,1,"Andrew McCutchen 2016"
"191","McCutchen, Andrew",457705,2017,650,0.279,0.363,0.486,0.849,0.36,28,85.28,127.8,111.45,112.81,111.45,106.53,115.29,112.79,102.86,74.99,85.45,124.98,0.277,0.001,0.001,0.005,0.002,0.713,6,"Andrew McCutchen 2017"
"192","McCutchen, Andrew",457705,2018,682,0.255,0.368,0.424,0.792,0.347,20,99.37,159.99,105.23,108.28,112.58,107.33,118.23,114.53,111.02,57.12,94.46,93.52,0.188,0.003,0.001,0.009,0.021,0.778,6,"Andrew McCutchen 2018"
"193","McCutchen, Andrew",457705,2019,262,0.256,0.378,0.457,0.835,0.358,10,95.42,187.91,100.83,101.52,109.4,101.39,93.4,108.47,104.97,50.83,133.14,100.54,0.136,0.024,0.001,0.004,0.124,0.712,6,"Andrew McCutchen 2019"
"194","McCutchen, Andrew",457705,2021,574,0.222,0.334,0.444,0.778,0.335,27,103.02,158.78,96.75,102.77,106.22,102.37,106.65,99.38,105.97,69.09,114.9,137.88,0.319,0.049,0.002,0.002,0.123,0.505,6,"Andrew McCutchen 2021"
"195","McCutchen, Andrew",457705,2022,580,0.237,0.316,0.384,0.7,0.309,17,96.88,119.79,104.17,103.28,104.37,101.87,109.55,102.85,96.71,71,116.42,100.35,0.354,0.042,0.008,0,0.02,0.575,6,"Andrew McCutchen 2022"
"196","McCutchen, Andrew",457705,2023,473,0.256,0.378,0.397,0.775,0.345,12,94.01,184.04,102.91,97.96,109.4,100.6,80.46,111.56,114.24,64.85,124.14,78.08,0.161,0.037,0.002,0.001,0.058,0.741,6,"Andrew McCutchen 2023"
"197","Romine, Andrew",461865,2015,203,0.255,0.307,0.315,0.622,0.276,2,115.74,68.75,85.45,63.85,75.65,75.8,0,65.24,98.37,104.3,100.84,35.44,0,0.727,0.273,0,0,0,2,"Andrew Romine 2015"
"198","Romine, Andrew",461865,2017,348,0.233,0.289,0.336,0.625,0.274,4,92.47,71.89,99.64,83.26,89.9,87.19,23.96,77.42,94.58,117.58,102.8,33.35,0.004,0.282,0.709,0,0,0.006,3,"Andrew Romine 2017"
"199","Stevenson, Andrew",664057,2021,213,0.229,0.294,0.339,0.633,0.276,5,128.1,68.69,97.16,88.7,92.33,101.84,71.1,112.71,80.74,104.18,143.45,68.81,0.189,0.742,0.024,0,0.019,0.025,2,"Andrew Stevenson 2021"
"200","Vaughn, Andrew",683734,2021,469,0.235,0.309,0.396,0.705,0.306,15,96.3,97.97,97.96,103.49,102.52,100.53,129.16,119,80.18,105.26,103.06,93.75,0.631,0.045,0.017,0,0.008,0.299,1,"Andrew Vaughn 2021"
"201","Vaughn, Andrew",683734,2022,555,0.271,0.321,0.429,0.75,0.327,17,78.32,68.45,105.41,105.57,102.45,98.02,100.64,124.96,70.23,111.97,88.62,104.87,0.521,0.012,0.065,0,0,0.402,1,"Andrew Vaughn 2022"
"202","Vaughn, Andrew",683734,2023,615,0.258,0.314,0.429,0.743,0.321,21,93.56,68.29,100.9,102.27,98.86,97.7,99.39,116.32,76.92,110.52,101.52,105.09,0.608,0.072,0.075,0,0.002,0.243,1,"Andrew Vaughn 2023"
"203","Velazquez, Andrew",623205,2022,349,0.196,0.236,0.304,0.54,0.239,9,154.38,52.56,83.5,79.37,79,96.1,84.08,87.42,152.55,100.02,130.91,88.29,0.003,0.986,0.001,0,0.01,0,2,"Andrew Velazquez 2022"
"204","Monasterio, Andruw",655316,2023,315,0.259,0.33,0.348,0.678,0.302,3,93.56,103.02,99.3,89.34,95.45,91.12,65.08,83.8,90.7,77.75,89.53,29.31,0.017,0.302,0.545,0,0,0.136,3,"Andruw Monasterio 2023"
"205","Giménez, Andrés",665926,2021,210,0.218,0.282,0.351,0.633,0.277,5,115.11,58.56,85.06,76.07,82.75,83.21,42.66,76.48,126.16,144.69,100.97,69.79,0.002,0.884,0.114,0,0,0,2,"Andrés Giménez 2021"
"206","Giménez, Andrés",665926,2022,557,0.297,0.371,0.466,0.837,0.364,17,91,74.56,106.23,101.75,104.69,101.04,78.98,97.19,106.5,131.08,92.19,104.5,0.665,0.049,0.096,0,0.001,0.189,1,"Andrés Giménez 2022"
"207","Giménez, Andrés",665926,2023,616,0.251,0.314,0.399,0.713,0.309,15,81.09,60.19,98.1,87.9,92.05,86.12,65.08,67.54,103.33,139.46,82.83,74.94,0.009,0.14,0.844,0,0,0.006,3,"Andrés Giménez 2023"
"208","Ibáñez, Andy",628451,2021,272,0.277,0.321,0.435,0.756,0.325,7,57.78,61.94,106.43,98.96,98.81,89.77,86.5,97.12,71.21,109.24,91.23,75.44,0.078,0.027,0.676,0,0,0.219,3,"Andy Ibáñez 2021"
"209","Ibáñez, Andy",628451,2023,383,0.264,0.312,0.433,0.745,0.32,11,80.2,72.92,108.51,106.82,102.58,99.81,106.49,107.31,73.48,122.03,93.45,88.39,0.524,0.016,0.103,0,0,0.357,1,"Andy Ibáñez 2023"
"210","Pagan, Angel",434636,2015,551,0.262,0.303,0.332,0.635,0.28,3,86.16,73.84,100.62,82.55,88.95,85.69,12.35,65.82,54.5,80.44,59.91,19.58,0,0.013,0.983,0,0,0.003,3,"Angel Pagan 2015"
"211","Pagan, Angel",434636,2016,541,0.277,0.331,0.418,0.749,0.324,12,59.91,93.03,112.6,93.46,99.61,89.8,45.7,61.46,47.52,80.98,57.56,69.77,0.001,0.002,0.908,0,0,0.089,3,"Angel Pagan 2016"
"212","Gose, Anthony",543238,2015,535,0.254,0.321,0.367,0.688,0.304,5,138.17,106.94,89.44,77.06,87.36,92.56,40.59,89.41,115.65,104.3,120.9,33.61,0.003,0.977,0.018,0,0.001,0.001,2,"Anthony Gose 2015"
"213","Rendon, Anthony",543685,2015,355,0.264,0.344,0.363,0.707,0.315,5,100.44,128.58,101.82,96.77,103.51,99.42,86.48,103.39,87.07,57.6,72.22,50.66,0.057,0.042,0.066,0,0.001,0.835,6,"Anthony Rendon 2015"
"214","Rendon, Anthony",543685,2016,647,0.27,0.348,0.45,0.798,0.342,20,88.88,119.27,105.49,108.8,108.63,104.05,89.87,117,84.91,73.33,74.31,97.23,0.159,0.003,0.009,0,0.001,0.828,6,"Anthony Rendon 2016"
"215","Rendon, Anthony",543685,2017,605,0.301,0.403,0.533,0.936,0.394,25,65.16,158.61,108.3,112.11,113.61,99.38,97.32,111.34,58.52,68.44,73.72,119.89,0.032,0,0.003,0,0,0.965,6,"Anthony Rendon 2017"
"216","Rendon, Anthony",543685,2018,597,0.308,0.374,0.535,0.909,0.383,24,63.92,105.89,122.23,131.2,120.09,111.89,144.97,122.46,58.18,85.5,66.14,128.21,0.153,0,0,0.033,0,0.814,6,"Anthony Rendon 2018"
"217","Rendon, Anthony",543685,2019,646,0.319,0.412,0.598,1.01,0.413,34,60.43,142.08,123.06,135.21,126.86,114.39,153.54,123.58,47.23,71.23,65.24,138.65,0.045,0,0,0.231,0,0.724,6,"Anthony Rendon 2019"
"218","Rendon, Anthony",543685,2021,249,0.24,0.329,0.382,0.711,0.31,6,73.91,130.63,93.93,87.99,93.56,81.89,66.36,97.62,68.4,79.22,77.3,70.63,0.009,0.121,0.674,0,0,0.196,3,"Anthony Rendon 2021"
"219","Rizzo, Anthony",519203,2015,701,0.278,0.387,0.512,0.899,0.384,31,76.48,141.31,109.81,123.7,121.23,110.14,141.19,111.55,73.78,106.01,83.72,159.06,0.384,0,0,0.057,0.001,0.559,6,"Anthony Rizzo 2015"
