"","name","player_id","year","pa","avg","obp","slg","ops","woba","home_run","k_pct+","bb_pct+","xba+","xslg+","xwoba+","xwobacon+","barrel_rate+","hard_hit_pct+","z_sw_miss_pct+","oz_sw_pct+","oz_sw_miss_pct+","hr_rate+"
"678","Marte, Ketel",606466,2016,466,0.259,0.287,0.323,0.61,0.266,1,88.3856620747612,46.5160452780878,96.3991283030676,71.1734335073871,79.3735457671698,77.9676003805966,4.5698648391311,56.105433347297,80.4736566128468,115.389537370302,78.4928873252472,6.74994890660127
"679","Peterson, Jace",607054,2016,408,0.254,0.35,0.366,0.716,0.317,7,82.9843160590814,151.475326931209,104.695774591446,92.0222170600561,102.407437479996,92.4857052790526,47.2219366710213,92.7572239761844,64.6323856260659,76.8105052977008,97.8544661988082,53.9665032679739
"680","Turner, Trea",607208,2016,324,0.342,0.37,0.567,0.937,0.395,13,89.367724986703,51.286921716866,117.733361616042,118.862030369239,110.811695267108,114.531716421152,103.583603020305,102.625013760885,87.4438158470304,110.523713505289,111.721542959602,126.207378012934
"681","Rua, Ryan",607387,2016,269,0.258,0.331,0.4,0.731,0.317,8,138.961902039763,93.0320905561756,90.8680307774818,86.7501108743237,91.2017604305127,98.6693425506171,100.537026460884,113.902487800543,136.868581325787,94.883565367748,112.506471832854,93.5457603115596
"682","Pillar, Kevin",607680,2016,584,0.266,0.303,0.376,0.679,0.295,7,75.6188442195179,48.9014834974769,101.930225828653,86.5104696840631,89.9566852027924,85.7643604186563,45.698648391311,85.1449289994155,60.1968297497673,129.639450117839,88.4353197197785,37.7026255707763
"683","Ramírez, José",608070,2016,618,0.312,0.363,0.462,0.825,0.355,11,49.1031455970896,84.6830567883137,114.572734458564,99.6907351483941,103.029975093856,90.8725825125575,45.698648391311,92.7572239761844,65.2660364655371,91.060418045238,47.3573753528991,55.9874402835568
"684","Bregman, Alex",608324,2016,217,0.264,0.313,0.478,0.791,0.336,8,117.847549433015,82.2976185689246,97.189285092437,97.7736056263096,95.2482549206037,100.551319111528,102.060314740594,101.497266356919,141.937788041557,81.6763291627135,104.65718310033,115.96225587009
"685","Russell, Addison",608365,2016,598,0.238,0.321,0.417,0.738,0.316,21,110.973109049422,109.730158091899,91.6581875668512,98.7321703873518,97.7384053760444,97.5939273729537,141.665810013064,89.0920449132957,145.739693078384,99.4018303852598,115.646187325864,110.459866220736
"686","Seager, Corey",608369,2016,687,0.308,0.365,0.512,0.877,0.372,26,95.2601024583537,94.2248096658702,120.10383198415,124.853060125753,117.348340212639,119.371084720638,126.43292721596,124.052214436234,93.7803242417427,100.096948080262,116.692759156867,119.042767034033
"687","Mazara, Nomar",608577,2016,568,0.266,0.32,0.419,0.739,0.318,20,96.7331968262664,82.2976185689246,103.510539407392,102.566429431521,101.162362252275,100.551319111528,103.583603020305,98.6778978470047,77.3054024154906,109.828595810287,85.8188901422702,110.756203890007
"688","Jankowski, Travis",608671,2016,382,0.245,0.332,0.313,0.645,0.293,2,128.650241464375,131.199102066402,92.8434227509053,69.9752275560843,88.400341168142,88.9906059516465,19.8027476362348,75.8410129166979,88.7111175259728,77.1580641452017,95.2380366212999,16.4684617302418
"689","García, Adonis",611177,2016,562,0.273,0.311,0.406,0.717,0.308,14,81.0201902351978,51.286921716866,110.621950511717,101.607864670479,99.6060182176248,98.4004887562013,79.210990544939,98.3959609960133,92.5130225628002,126.858979337832,86.0805331000211,78.3570581257414
"690","Correa, Carlos",621043,2016,660,0.274,0.361,0.451,0.812,0.349,20,103.607637209859,135.96997850518,112.59734248514,115.267412515331,114.235652143338,115.3382778044,117.293197537698,122.642530181277,109.621595228524,96.6213596052526,100.470895776316,95.3174603174603
"691","Dahl, David",621311,2016,237,0.315,0.359,0.5,0.859,0.367,7,122.266832536753,75.1413039107572,96.3991283030676,92.7411406308378,92.135566851303,98.6693425506171,74.6411257058079,91.6294765722186,142.571438881028,117.127331607806,123.495476058389,92.9043600562588
"692","Buxton, Byron",621439,2016,331,0.225,0.284,0.43,0.714,0.304,10,174.807198325639,82.2976185689246,74.6698165954089,74.0491277905139,78.4397393463795,95.7119508120428,80.7342788246494,89.0920449132957,137.502232165258,112.956625437795,147.043342255963,95.0294921594015
"693","Duffy, Matt",622110,2016,366,0.258,0.31,0.357,0.667,0.292,5,71.1995611157799,75.1413039107572,103.905617802077,92.5014994405772,95.8707925344639,88.4528983628148,53.3150897898628,85.7088027013984,50.6920671576988,91.407976892739,89.7435345085326,42.9709862086911
"694","Conforto, Michael",624424,2016,348,0.22,0.31,0.414,0.724,0.312,12,125.704052728549,122.85006829854,90.0778739881124,101.128582289957,100.228555831485,104.31527223335,153.852116250747,109.955371886662,85.5428633286166,94.5360065202471,115.384544368113,108.464696223317
"695","Puig, Yasiel",624577,2016,368,0.263,0.323,0.416,0.739,0.32,11,98.69732265015,77.5267421301463,97.189285092437,94.6582701529223,95.8707925344639,93.8299742511318,99.0137381811737,115.876045757483,126.730167894247,103.920095402772,124.803690847143,94.0223861283644
"696","Soler, Jorge",624585,2016,264,0.238,0.333,0.436,0.769,0.333,12,122.757863992724,139.548135834263,88.4975604093736,102.087147051,101.784899866135,103.508710850102,158.421981089878,101.497266356919,153.97715399151,83.4141234002181,137.624195776933,142.97619047619
"697","Kang, Jung Ho",628356,2016,370,0.255,0.354,0.513,0.867,0.369,21,105.080731577772,115.693753640372,98.7695986711759,114.78813013481,112.368039301758,111.305470888162,126.43292721596,112.210866694594,112.78984942588,78.2007406877044,104.133897184828,178.527027027027
"698","Tomás, Yasmany",630111,2016,563,0.272,0.313,0.508,0.821,0.345,31,118.829612344957,65.5995510332008,108.646558538293,119.1016715595,107.699007197807,118.833377131806,161.468557649299,118.413477416406,128.631120412661,138.675980152863,122.972190142887,173.196735177197
"699","Anderson, Tim",641313,2016,431,0.283,0.306,0.432,0.738,0.315,9,133.069524568113,35.7815732908368,98.7695986711759,91.0636522990138,88.0890723612119,101.626734289191,80.7342788246494,96.7043398900646,132.433025449488,116.779772760305,130.29819295991,65.6827974809413
"700","White, Tyler",643603,2016,276,0.217,0.286,0.378,0.664,0.287,8,115.883423609131,98.9956861046484,87.3123252253195,89.865446347711,90.2679540097225,91.679143895805,106.630179579726,87.9642975093299,105.819690191696,107.395683877781,93.4065359170442,91.1732229123534
"701","Díaz, Aledmys",649557,2016,460,0.3,0.369,0.51,0.879,0.37,17,63.8340892762164,106.152000762816,100.744990644599,98.9718115776124,100.228555831485,89.5283135404782,68.5479725869664,110.519245588645,64.6323856260659,87.237270722728,92.8832500015425,116.245859213251
"702","Park, ByungHo",666560,2016,244,0.191,0.275,0.409,0.684,0.294,12,161.058317558454,102.573843433732,90.4729523827971,121.977365842626,108.010276004737,130.394090291687,254.389142711631,120.668972224337,172.353028336176,84.8043587902217,151.229629579976,154.695550351288
"703","Beltré, Adrián",134181,2017,389,0.312,0.383,0.532,0.915,0.384,17,64.200676765186,114.111259454931,111.454910951904,109.295679459697,110.2196862648,99.1145383174601,86.8422571237771,94.2325423963744,79.2118493860821,107.023892744193,73.7198691325326,126.794831943796
"704","Beltran, Carlos",136860,2017,509,0.231,0.283,0.383,0.666,0.283,14,95.8219056196806,74.1723186457055,90.1878961412934,86.5452912459833,87.4368460871594,86.1289437250656,68.8748935809266,89.8833481319264,64.4335192767384,118.308724972322,88.7699462218731,79.801762945327
"705","Werth, Jayson",150029,2017,289,0.226,0.322,0.393,0.715,0.311,10,114.507177215518,138.074623940467,93.3385650021246,100.148616157276,101.291275924914,101.764659662847,122.776984209478,118.00813770869,85.1231814298195,74.2614765980116,110.197174620256,100.393221302945
"706","Suzuki, Ichiro",400085,2017,215,0.255,0.318,0.332,0.65,0.287,3,78.0948530800397,90.1478949693959,88.6125617108778,68.7202448104962,80.6635692775907,72.3483127290551,8.98368177142521,34.2136615469913,75.6650501598396,99.3793289767508,77.2910738655964,40.4841501719317
"707","Martinez, Victor",400121,2017,435,0.255,0.324,0.372,0.696,0.303,10,69.4708815742684,94.7123453475932,103.97207240743,103.197637258083,102.830657017997,94.3443198957641,80.8531359428269,100.031468082305,70.3448513204759,94.6469799778579,67.5978038758517,66.6980251874736
"708","Utley, Chase",400284,2017,353,0.236,0.324,0.405,0.729,0.316,8,77.1366340238429,103.841246103988,94.9138994325402,94.2851140403395,98.8282661759795,87.9840286668362,64.383052695214,82.6346910245129,58.5221872330009,65.8888591384318,71.9342667660006,65.7532939525236
"709","Pujols, Albert",405395,2017,636,0.241,0.286,0.386,0.672,0.286,23,69.9499911023668,66.1845304838603,103.184405192222,104.135797596793,97.2888850828957,92.4892349539935,80.8531359428269,113.658943444242,71.5271177292233,116.488590741979,91.8309788502136,104.923544339729
"710","Holliday, Matt",407812,2017,427,0.231,0.316,0.432,0.748,0.32,19,127.922244002274,123.240160211326,91.3693969641051,102.024936834696,102.522780799381,108.389963026313,152.722590114229,128.446203943366,117.635507670376,93.5548994396518,124.992165657235,129.100510111117
"711","Mauer, Joe",408045,2017,597,0.305,0.384,0.417,0.801,0.349,7,66.596224405678,126.663497994974,121.300751142002,109.999299713729,113.298448450967,103.08972033554,67.3776132856891,134.245129629296,51.428588780516,69.5291275991187,62.7511688809793,34.0193445051687
"712","Cabrera, Miguel",408234,2017,529,0.249,0.329,0.399,0.728,0.313,16,99.6547818444678,116.39348464403,111.0610773443,122.195384116957,113.914200888201,115.810302793396,157.214430999941,139.754109030931,95.763579108547,110.300134358811,96.4225277927242,87.7539234980749
"713","Gonzalez, Adrian",408236,2017,251,0.242,0.287,0.355,0.642,0.275,3,81.9277293048269,73.0312060511562,94.5200658249363,91.47063302421,88.9762271802432,85.3339073214496,53.9020906285513,89.0135092790367,99.3103783347895,104.111677975644,108.411572253724,34.677658513806
"714","Phillips, Brandon",408252,2017,604,0.285,0.319,0.416,0.735,0.316,13,57.9722528999067,39.938940809226,107.122741268261,89.1252321774353,92.3628655850275,85.3339073214496,35.9347270857009,72.7765173584307,76.2561833642133,143.426577351062,80.0970204415752,62.4465782177423
"715","Reyes, José",408314,2017,561,0.246,0.315,0.413,0.728,0.312,15,67.5544434618748,101.559020914889,93.7323986097285,81.1508692984016,89.28410339886,78.1785796889057,38.9292876761759,70.1670007997619,71.5271177292233,107.75194643633,72.444438870724,77.57658009773
"716","Mathis, Jeff",425772,2017,203,0.215,0.277,0.323,0.6,0.262,2,143.732858429521,78.7367690239027,82.3112239892153,72.2383460806581,78.5084357472734,86.6589679941429,23.9564847238006,69.0072156625757,148.37443429781,108.844026974537,142.848189322554,28.5848679374887
"717","Choo, Shin-Soo",425783,2017,636,0.261,0.357,0.423,0.78,0.339,22,101.092110428763,138.074623940467,105.941240445449,111.641080306472,112.99057223235,111.0400843717,128.766105390428,109.599695464091,99.9015115391632,74.6255034440803,105.860711730107,100.361651107566
"718","Rivera, René",425784,2017,237,0.252,0.305,0.431,0.736,0.31,10,141.337310789029,67.3256430784096,98.8522355085792,106.950278612922,98.5203899573627,115.280278524319,160.208991590416,104.380662346753,148.965567502184,136.510067275757,127.543026180852,122.420425977009
"719","Molina, Yadier",425877,2017,543,0.273,0.312,0.439,0.751,0.316,18,65.1588958213828,59.3378549165644,107.122741268261,108.357519120987,101.59915214353,96.1994048375348,88.3395374190146,101.481199503788,87.4877142473145,120.856912894803,72.9546109754475,96.1778153255835
"720","Canó, Robinson",429664,2017,648,0.28,0.338,0.453,0.791,0.334,23,62.7633481808908,86.7245571857479,115.787080635547,113.986481153246,109.296057608949,101.764659662847,94.3286585999647,127.576365090476,67.9803185029809,112.120268589155,82.3927949128305,102.980515740845
"721","Encarnación, Edwin",429665,2017,669,0.258,0.377,0.504,0.881,0.373,38,95.3427960915822,176.872452155144,104.759739622638,124.306244879055,119.763849041919,115.545290658857,154.219870409466,123.227170826028,115.270974852881,76.081610828355,107.901400149001,164.800950126897
"722","Hardy, J.J.",429666,2017,268,0.217,0.255,0.323,0.578,0.251,4,85.7606055296141,51.3500667547192,91.3693969641051,81.3854093830791,82.5108265892913,80.5636888997536,43.4211285618885,90.1732944162229,75.6650501598396,88.4585235946902,84.9436554364475,43.3039417261956
"723","Bautista, José",430832,2017,686,0.203,0.308,0.366,0.674,0.295,23,118.819162968404,139.215736535016,82.7050575968192,89.1252321774353,94.2101228967281,91.6941985503775,98.8204994856773,103.220877209567,128.275905349103,82.6340940575913,111.727690934426,97.2760556852294
"724","Jones, Adam",430945,2017,635,0.285,0.322,0.466,0.788,0.334,26,85.2814960015157,49.0678415656205,103.578238799826,102.728557088728,97.5967613015124,96.4644169720734,95.8259388952023,90.1732944162229,89.2611138604358,151.071141118504,98.4632162116179,118.796010215799
"725","Aybar, Erick",430947,2017,370,0.234,0.3,0.348,0.648,0.282,7,73.7828673271541,86.7245571857479,91.3693969641051,74.5837469274327,84.0502076823751,74.9984340744417,26.9510453142756,45.8115129188528,50.2463223717685,111.392214897017,81.8826228081071,54.8906720799614
"726","Martin, Russell",431145,2017,365,0.221,0.343,0.388,0.731,0.324,13,108.757862878337,156.332425453256,93.7323986097285,95.6923545484042,104.370038111081,98.8495261829214,106.306900961865,109.889641748387,111.724175626638,61.8845638316763,108.411572253724,103.336255461689
"727","Granderson, Curtis",434158,2017,527,0.212,0.323,0.452,0.775,0.33,26,111.632520046928,154.050200264158,88.6125617108778,106.481198443567,104.677914329698,103.354732470079,163.203552180891,99.7415217980086,76.8473165685871,72.0773155215995,93.8716672691072,143.141302631941
"728","Davis, Rajai",434658,2017,366,0.235,0.293,0.348,0.641,0.279,5,108.757862878337,84.4423319966493,90.1878961412934,75.9909874354975,83.1265790265248,83.2138102451403,35.9347270857009,71.9066785055411,101.083777947911,108.844026974537,107.136141991916,39.6361215253429
"729","Ramirez, Hanley",434670,2017,553,0.242,0.32,0.429,0.749,0.318,23,100.613000900665,104.982358698537,103.97207240743,113.048320814536,106.833047860015,108.124950891775,142.241628047566,111.33937316987,99.3103783347895,102.2915437453,114.533637510405,120.671562748766
"730","Morales, Kendrys",434778,2017,608,0.25,0.308,0.445,0.753,0.32,28,103.966767597353,81.0189942130014,106.335074053053,120.08452335486,108.988181390332,112.895169313471,149.728029523754,135.114968482186,130.640438166598,117.216644434116,104.84036752066,133.61545177359
"731","Kendrick III, Howie",435062,2017,334,0.315,0.368,0.475,0.843,0.361,9,97.7383437320742,75.3134312402548,107.122741268261,106.481198443567,103.754285673848,104.149768873695,118.285143323765,98.5817366608225,96.3547123129207,114.668456511636,82.6478809651922,78.180469643401
"732","Napoli, Mike",435063,2017,484,0.193,0.285,0.428,0.713,0.302,29,161.459910969162,115.252372049481,79.1605551283841,104.839417850825,96.3652564270454,113.955217851625,236.570286647531,120.327707983063,166.108430429023,92.0987920553771,124.737079604873,173.84206358264
"733","Kinsler, Ian",435079,2017,613,0.236,0.313,0.412,0.725,0.313,22,67.0753339337764,102.700133509438,100.821403546599,100.383156241953,100.983399706297,90.3691378776842,73.3667344666392,87.2738315732575,62.0689864592434,91.006711517171,73.2096970278092,104.127259550428
"734","McCann, Brian",435263,2017,399,0.241,0.323,0.436,0.759,0.323,18,69.4708815742684,108.405696482185,96.8830674705597,100.383156241953,100.367647269063,89.3090893395295,80.8531359428269,98.0018440922294,67.3891852986071,99.7433558228195,69.893578347107,130.888605819027
"735","Walker, Neil",435522,2017,448,0.265,0.362,0.439,0.801,0.346,14,82.4068388329253,140.356849129566,102.00290436941,98.0377553951789,104.677914329698,94.8743441648414,71.8694541714017,90.753186984816,85.1231814298195,85.9103356722095,88.5148601695114,90.667627989222
"736","Suzuki, Kurt",435559,2017,309,0.283,0.351,0.536,0.887,0.372,19,60.3678005403988,62.7611927002123,102.00290436941,107.419358782277,104.062161892464,93.0192592230708,106.306900961865,100.031468082305,66.2069188898596,135.417986737551,69.6384922947453,178.401028535427
"737","Desmond, Ian",435622,2017,373,0.274,0.326,0.375,0.701,0.305,7,111.632520046928,73.0312060511562,89.4002289260856,73.176506419368,81.587197933441,81.888749572447,40.4265679714135,90.753186984816,116.453241261628,96.83114105427,122.69639118598,54.4491921436614
"738","Cruz Jr., Nelson",443558,2017,645,0.288,0.375,0.549,0.924,0.385,39,103.966767597353,124.381272805875,113.424078989924,140.020430552444,124.689868539787,129.060909520329,212.61380192373,140.044055315227,127.093638940356,101.199463207094,126.777768023767,175.431317411704
"739","Jaso, John",444379,2017,302,0.211,0.328,0.402,0.73,0.317,10,104.92498665355,150.62686248051,90.5817297488973,98.9759157338887,102.214904580764,96.7294291066121,118.285143323765,88.1436704261471,117.044374466002,72.0773155215995,110.962432777341,96.0716587965266
"740","Trumbo, Mark",444432,2017,603,0.234,0.289,0.397,0.686,0.295,23,118.340053440306,79.8778816184521,93.3385650021246,94.519654125017,92.3628655850275,97.7894776447667,106.306900961865,111.629319454167,126.502505735982,113.940402819498,117.084498034022,110.665628855833
"741","Peralta, David",444482,2017,577,0.293,0.352,0.444,0.796,0.342,14,78.0948530800397,85.5834445911986,103.184405192222,93.5814937863071,97.2888850828957,90.8991621467615,61.388492104739,102.640984640974,85.7143146341933,104.839731667781,97.4428720021711,70.3970491146819
"742","Piña, Manny",444489,2017,359,0.279,0.327,0.424,0.751,0.323,9,105.404096181649,63.9023052947616,97.2769010781636,92.1742532782423,92.0549893664108,93.5492834921481,58.3939315142639,86.4039927203679,98.128111926042,109.936107512743,100.503904630512,72.7361472448354
"743","Escobar, Alcides",444876,2017,629,0.25,0.272,0.357,0.629,0.269,6,77.6157435519413,27.3867022691836,99.639902723787,83.2617300604988,83.7423314637583,82.6837859760629,32.9401664952258,60.8887197022727,88.669980656062,129.229530354383,79.3317622844901,27.6759691159469
"744","Jay, Jon",445055,2017,433,0.296,0.374,0.375,0.749,0.33,2,88.6352626982045,96.9945705366918,109.091909306281,83.9653503145312,98.5203899573627,91.9592106849161,10.4809620666627,65.8178065353138,76.2561833642133,117.944698126254,93.3614951643838,13.4012198413631
"745","Duda, Lucas",446263,2017,491,0.217,0.322,0.496,0.818,0.341,30,131.755120227061,139.215736535016,93.7323986097285,113.751941068569,107.140924078632,116.340327062473,181.170915723742,126.996472521883,96.9458455172945,87.3664430564842,122.69639118598,177.272755335342
"746","Wieters, Matt",446308,2017,465,0.225,0.288,0.344,0.632,0.273,10,96.7801246758774,93.5712327530438,91.3693969641051,86.0762110766283,88.3604747430097,86.3939558596042,58.3939315142639,84.9542612988852,102.266044356658,96.83114105427,75.7605575514262,62.3949267882818
"747","Longoria, Evan",446334,2017,677,0.261,0.313,0.424,0.737,0.312,20,77.1366340238429,77.5956564293534,98.0645682933714,96.3959748024366,95.4416277711951,89.5741014740682,77.8585753523518,93.9425961120779,86.305447838567,117.216644434116,85.453827541171,85.7123809647002
"748","Cozart, Zack",446359,2017,507,0.297,0.385,0.548,0.933,0.392,24,73.7828673271541,139.215736535016,100.427569938995,93.8160338709846,101.59915214353,89.0440772049909,65.8803329904516,83.7944761616991,60.8867200504959,78.6297987508358,80.6071925462986,137.342679084265
"749","Barney, Darwin",446381,2017,362,0.232,0.275,0.327,0.602,0.263,6,84.8023864734173,57.0556297274657,89.7940625336895,69.4238650645286,77.5848070914231,73.9383855362871,5.98912118095014,35.3734466841775,69.7537181161021,121.220939740872,74.9952993943411,48.0889076627918
"750","Reynolds, Mark",448602,2017,593,0.267,0.352,0.487,0.839,0.357,30,141.337310789029,132.369060967721,88.2187281032739,98.7413756492112,98.212513738746,107.329914488159,124.274264504715,104.090716062457,154.285766341548,82.2700672115226,147.949910369789,146.780645648656
"751","Davis, Chris",448801,2017,524,0.215,0.309,0.423,0.732,0.312,26,178.228744452606,132.369060967721,87.82489449567,104.839417850825,101.291275924914,129.590933789406,191.651877790405,131.925559354924,150.147833910932,99.7433558228195,141.827845113108,143.960813906551
"752","Zobrist, Ben",450314,2017,496,0.232,0.318,0.375,0.693,0.302,12,68.5126625180716,124.381272805875,101.609070761806,93.5814937863071,99.7518948318298,88.2490408013749,68.8748935809266,93.3627035434848,48.4729227586472,77.9017450586984,72.444438870724,70.194292636817
"753","Fowler, Dexter",451594,2017,491,0.264,0.363,0.488,0.851,0.358,18,98.696562788271,146.062412102312,108.698075698677,108.826599290342,110.2196862648,107.594926622697,97.3232191904398,106.990178905422,89.8522470648095,74.9895302901489,108.411572253724,106.363653201205
"754","Flowers, Tyler",452095,2017,370,0.281,0.378,0.445,0.823,0.358,12,106.362315237845,95.8534579421425,103.97207240743,99.2104558185662,106.833047860015,103.884756739156,94.3286585999647,116.268460002911,123.546839714113,89.914630978965,98.7183022639796,94.0982949942195
"755","Headley, Chase",452104,2017,586,0.273,0.352,0.406,0.758,0.329,12,107.799643822141,116.39348464403,98.4584019009753,90.7670127701776,97.2888850828957,95.6693805684574,68.8748935809266,96.2621663864502,111.133042422264,88.0944967486216,112.748035143873,59.4135992284321
"756","Smith, Seth",452234,2017,373,0.258,0.34,0.433,0.773,0.332,13,101.571219956861,110.687921671284,105.941240445449,106.950278612922,107.448800297249,107.329914488159,106.306900961865,118.588030277283,79.2118493860821,91.006711517171,94.6369254261923,101.1199282668
"757","Lind, Adam",452252,2017,301,0.303,0.362,0.513,0.875,0.363,14,74.7410863833509,106.123471293086,111.454910951904,122.89900437099,113.914200888201,109.980035833545,125.771544799953,130.475827933441,68.5714517073546,112.120268589155,78.8215901797666,134.947167239772
"758","Pence, Hunter",452254,2017,539,0.26,0.315,0.385,0.7,0.303,13,90.5517008105981,84.4423319966493,100.427569938995,99.6795359879211,98.212513738746,96.1994048375348,86.8422571237771,109.019802895498,122.955706509739,102.655570591369,98.4632162116179,69.9772416391769
"759","Span, Denard",452655,2017,542,0.272,0.329,0.427,0.756,0.325,12,60.8469100684972,84.4423319966493,111.454910951904,95.9268946330817,100.67552348768,90.8991621467615,49.4102497428387,72.7765173584307,43.1527239192835,85.1822819800721,62.2409967762559,64.2368434462384
"760","Cabrera, Asdrúbal",452678,2017,540,0.28,0.351,0.434,0.785,0.338,14,73.7828673271541,106.123471293086,103.97207240743,100.852236411308,101.907028362147,93.0192592230708,70.3721738761642,97.1320052393398,82.1675154079508,92.4628189014458,81.6275367557454,75.2205506280953
"761","Ellsbury, Jacoby",453056,2017,405,0.264,0.348,0.402,0.75,0.326,7,74.7410863833509,115.252372049481,103.578238799826,87.952531754048,97.9046375201292,87.4540043977589,40.4265679714135,73.6463562113203,65.6157856854859,72.8053692137368,108.156486201363,50.1470337520635
"762","Tulowitzki, Troy",453064,2017,260,0.249,0.3,0.378,0.678,0.292,7,73.7828673271541,74.1723186457055,94.9138994325402,87.2489115000157,88.9762271802432,82.6837859760629,74.8640147618768,97.7118978079329,63.2512528679909,105.20375851385,83.9233112270007,78.1136487291758
"763","Blackmon, Charlie",453568,2017,725,0.331,0.399,0.601,1,0.414,37,89.1143722263029,102.700133509438,114.211746205131,121.726303947602,114.529953325434,113.425193582548,130.263385685666,105.540447483939,76.8473165685871,99.7433558228195,84.9436554364475,148.069615916191
"764","Blanco, Grégor",453923,2017,256,0.246,0.337,0.357,0.694,0.308,3,110.195191462633,138.074623940467,89.4002289260856,80.4472490443693,92.0549893664108,87.9840286668362,44.9184088571261,68.1373768096861,91.034513473557,62.248590677745,112.23786303915,34.0003604959582
"765","Frazier, Todd",453943,2017,576,0.213,0.344,0.428,0.772,0.335,27,103.966767597353,164.320213615101,92.1570641793129,106.950278612922,109.296057608949,103.08972033554,143.738908342803,87.8537241418506,130.049304962224,81.1779866733166,89.7902904313199,136.001441983833
"766","Iannetta, Chris",455104,2017,316,0.254,0.354,0.511,0.865,0.367,17,131.755120227061,133.51017356227,87.4310608880661,97.8032153105014,100.67552348768,104.414781008233,136.252506866616,106.120340052532,118.226640874749,72.4413423676681,128.563370390299,156.086043120686
"767","Maldonado, Martín",455117,2017,471,0.221,0.276,0.368,0.644,0.279,14,121.214710608896,36.5156030255781,82.7050575968192,85.372590822596,84.6659601196086,89.0440772049909,83.847696533302,90.753186984816,95.763579108547,117.216644434116,124.737079604873,86.2401217392175
"768","Chirinos, Robinson",455139,2017,309,0.255,0.36,0.506,0.866,0.369,17,122.652039193191,125.522385400425,86.2495600652543,106.24665835889,104.370038111081,106.004853815465,169.192673361842,111.049426885574,144.827635071568,92.8268457475145,124.737079604873,159.621972900119
"769","Young, Chris",455759,2017,276,0.235,0.322,0.387,0.709,0.31,7,95.3427960915822,124.381272805875,92.1570641793129,83.9653503145312,93.5943704594946,86.3939558596042,62.8857723999765,89.5934018476298,91.034513473557,73.1693960598055,82.9029670175539,73.5853212666149
"770","Markakis, Nick",455976,2017,670,0.275,0.354,0.384,0.738,0.321,8,78.5739626081381,115.252372049481,105.941240445449,89.5943123467903,98.5203899573627,90.3691378776842,49.4102497428387,100.611360650898,70.3448513204759,84.8182551340034,61.220652566809,34.6431533809564
"771","Pedroia, Dustin",456030,2017,463,0.293,0.369,0.392,0.761,0.331,7,49.8273909222339,120.957935022227,109.879576521488,87.4834515846931,99.444018613213,84.0088466487562,16.4700832476129,61.1786659865692,47.8817895542735,79.7218792890418,51.5273825770643,43.8651159170318
"772","Castillo, Welington",456078,2017,365,0.282,0.323,0.49,0.813,0.344,20,127.443134474175,68.4667556729589,105.547406837846,115.628261745988,104.985790548315,117.930399869705,152.722590114229,128.446203943366,96.9458455172945,92.4628189014458,113.76837935332,158.978854556444
"773","Núñez, Eduardo",456488,2017,491,0.313,0.341,0.46,0.801,0.342,12,52.7020480908243,42.2211659983247,102.00290436941,83.4962701451763,87.4368460871594,79.503640361599,25.4537650190381,93.9425961120779,60.2955868461222,137.238120967894,69.1283201900219,70.9091021341369
"774","Pearce, Steve",456665,2017,348,0.252,0.319,0.438,0.757,0.323,13,93.4263579791886,89.0067823748466,96.4892338629558,97.5686752258239,96.6731326456622,93.2842713576095,103.31234037139,104.090716062457,93.399046291052,87.0024162104155,95.6572696356391,108.384290929645
"775","Cain, Lorenzo",456715,2017,645,0.3,0.363,0.44,0.803,0.347,15,74.2619768552525,95.8534579421425,118.15008228117,101.321316580663,107.140924078632,100.174586855615,52.4048103333137,103.220877209567,69.7537181161021,96.1030873621326,106.881055939554,67.4735836198861
"776","McCutchen, Andrew",457705,2017,650,0.279,0.363,0.486,0.849,0.36,28,85.2814960015157,127.804610589523,111.454910951904,112.813780729859,111.451191139267,106.534878084543,115.29058273329,112.789104591353,102.857177561032,74.9895302901489,85.453827541171,124.981837966681
"777","Jackson, Austin",457706,2017,318,0.318,0.387,0.482,0.869,0.371,7,96.301015147779,118.675709833129,109.485742913885,97.099595056469,104.370038111081,101.499647528308,74.8640147618768,99.1616292294155,91.6256466779307,77.5377182126297,105.350539625384,63.8665052502695
"778","Upton, Justin",457708,2017,635,0.273,0.361,0.54,0.901,0.378,35,135.587996451848,133.51017356227,100.427569938995,119.14636301615,111.14331492065,124.025678964094,197.640998971355,119.74781541447,147.192167889063,87.3664430564842,116.064153824575,159.91770605973
"779","Maybin, Cameron",457727,2017,450,0.228,0.318,0.365,0.683,0.3,10,100.133891372566,128.945723184073,91.763230571709,81.854489552434,92.6707418036443,86.9239801286815,49.4102497428387,94.8124349649675,85.7143146341933,66.2528859845005,123.971821447788,64.4747576812245
"780","Turner, Justin",457759,2017,543,0.322,0.415,0.53,0.945,0.4,21,49.3482813941355,124.381272805875,117.362415065963,128.527966403249,122.842611228087,105.739841680927,128.766105390428,111.919265738463,71.5271177292233,78.6297987508358,66.0672875616814,112.207451213181
"781","Posey III, Buster",457763,2017,568,0.32,0.4,0.462,0.862,0.366,12,55.5767052594147,122.099047616777,109.091909306281,103.901257512115,106.217295422782,93.2842713576095,52.4048103333137,100.901306935195,71.5271177292233,85.1822819800721,67.5978038758517,61.2964245560937
