"","name","player_id","year","pa","avg","obp","slg","ops","woba","home_run","k_pct+","bb_pct+","xba+","xslg+","xwoba+","xwobacon+","barrel_rate+","hard_hit_pct+","z_sw_miss_pct+","oz_sw_pct+","oz_sw_miss_pct+","hr_rate+"
"22","Phillips, Brandon",408252,2015,623,0.294,0.328,0.395,0.723,0.315,12,55.573365716889,54.7421045002253,115.797274772025,97.2642817584933,100.026477997649,92.2830224851599,40.5919249960948,75.7258814682129,71.1211169075195,120.663199058349,93.8819176136168,69.2791591634942
"23","Infante, Omar",408299,2015,455,0.22,0.234,0.318,0.552,0.238,2,77.4968035685058,25.4614439535932,96.2315283450275,76.8138430297844,79.4514113209177,79.3743854113429,14.1189304334243,59.4156916135209,63.144916880508,116.572921124168,104.313241792908,15.8098593988487
"24","Reyes, José",408314,2015,519,0.274,0.31,0.378,0.688,0.3,7,60.6718396358697,63.6536098839829,95.8322273975378,73.8210958987539,82.3002667069267,74.705303916558,3.52973260835607,54.1731305887985,70.4564335719352,121.344912047379,67.1349325385123,48.51098476429
"25","Peralta, Jhonny",425509,2015,640,0.275,0.334,0.411,0.745,0.323,17,88.2035987983652,99.2996314190134,109.009158664699,106.242523151585,105.091109794999,102.719792885267,77.6541173838336,99.0261526892015,103.025917015566,98.8483834093818,107.255410151169,95.5384862891364
"26","Barmes, Clint",425549,2015,224,0.232,0.281,0.353,0.634,0.275,3,125.422458406924,57.2882488955846,80.6587913929276,70.8283487677233,75.3363979855714,79.3743854113429,45.8865239086289,45.1442754906654,91.7263003106327,130.548037399287,112.337337315439,48.1706653558671
"27","LaRoche, Adam",425560,2015,484,0.207,0.293,0.34,0.633,0.283,12,140.208032771968,128.580291965646,84.2524999203353,93.7727434389576,95.2783856876344,101.071881769461,142.954170638421,104.559967104186,110.337433706993,89.3044015629587,122.76866149473,89.1754466092085
"28","Rios, Alex",425567,2015,411,0.255,0.287,0.353,0.64,0.279,4,83.1051248793845,45.8305991164677,102.620343504863,90.0318095251694,91.4799118396224,89.2618521061814,44.1216576044509,92.6185781034296,64.4742835516766,97.4849574313214,101.103603583895,35.0047981823657
"29","Victorino, Shane",425664,2015,204,0.23,0.308,0.292,0.6,0.271,1,80.0460405279961,99.2996314190134,92.2385188701301,71.0777443619758,87.0483590169417,76.07856317973,0,52.134356856962,67.797700229598,96.462387947776,89.8698698523511,17.6310932021474
"30","Loney, James",425766,2015,388,0.28,0.322,0.357,0.679,0.294,4,44.8665704870297,75.1112596630999,107.012653927251,87.2884579883914,92.7460697889597,82.3955557903213,21.1783956501364,62.6194789064068,53.8393501823278,98.8483834093818,61.7855355234914,37.079824878743
"31","Choo, Shin-Soo",425783,2015,653,0.276,0.375,0.463,0.838,0.365,22,114.715663177065,147.67637493084,101.422440662394,110.731643848131,113.004596978357,113.431215138009,148.248769550955,128.4427451057,142.906917150623,78.0561372439601,106.453000598916,121.176640568511
"32","Rivera, René",425784,2015,319,0.178,0.213,0.275,0.488,0.215,5,137.658795812477,43.2844547211084,76.6657819180302,82.7993372918456,78.1852533715804,87.613940990375,112.951443467394,82.4247094442471,157.529950533478,131.911463377347,125.175890151489,56.3752823391548
"33","Francoeur, Jeff",425796,2015,343,0.258,0.286,0.433,0.719,0.308,13,114.205815785166,48.376743511827,100.623838767415,94.5209302217152,91.7964513269567,98.0507113904823,84.7135826005457,96.987378957365,118.978317069589,148.613431608588,92.2770985091106,136.319706041093
"34","Upton Jr., B.J.",425834,2015,228,0.259,0.327,0.429,0.756,0.326,5,138.678490596274,117.122642186529,99.4259359249454,103.499171614807,101.292635946987,114.255170695912,109.421710859038,108.346261177597,160.188683875815,79.0787067275054,156.20239283861,78.8759432727648
"35","Molina, Yadier",425877,2015,530,0.27,0.31,0.35,0.66,0.287,4,56.5930605006852,76.3843318607795,95.0336255025583,82.0511505090879,85.4656615802701,76.6278668849988,40.5919249960948,73.6871077363764,95.0497169885541,115.891208135137,60.7156561204872,27.1452302885892
"36","Fielder, Prince",425902,2015,693,0.305,0.378,0.463,0.841,0.36,23,64.7506187710542,117.122642186529,110.606362454658,113.474995384909,110.788820567017,101.346533622095,112.951443467394,129.607758666749,69.7917502363509,110.437504222896,96.5566161211273,119.372423238782
"37","Canó, Robinson",429664,2015,674,0.287,0.334,0.446,0.78,0.335,21,81.0657353117923,81.4766206514982,117.793779509474,118.712302864212,112.688057491023,110.959348464299,128.835240204997,133.102799349897,73.7798502498567,108.05150876129,91.7421588076084,112.064693290801
"38","Encarnación, Edwin",429665,2015,624,0.277,0.372,0.557,0.929,0.392,39,80.0460405279961,156.587880314598,105.415450137292,128.937522228567,119.968465699712,111.783304022203,176.486630417804,127.860238325175,118.978317069589,79.0787067275054,98.4289050763846,224.79643832738
"39","Hardy, J.J.",429666,2015,437,0.219,0.253,0.311,0.564,0.248,8,102.479325771511,58.5613210932643,84.2524999203353,74.3198870872589,77.8687138842461,78.2757780008052,26.4729945626705,89.4147908105437,72.4504835786881,92.3721100135947,84.5204728373302,65.8442656885689
"40","Howard, Ryan",429667,2015,502,0.229,0.277,0.443,0.72,0.308,23,140.208032771968,68.7458986747016,107.012653927251,129.685709011324,113.637675953026,131.832889264514,206.48935758883,131.646532398585,134.266033788027,126.798615959621,136.944563584535,164.791014550748
"41","Sizemore, Grady",429713,2015,296,0.253,0.307,0.381,0.688,0.302,6,103.499020555307,86.5689094422168,102.620343504863,100.007633295271,100.026477997649,100.522578064192,74.1243847754775,106.016234055498,79.0973169345311,103.620374332593,106.453000598916,72.9069529710421
"42","DeJesus, David",430203,2015,317,0.233,0.297,0.33,0.627,0.278,5,83.6149722712826,84.0227650468575,98.2280330824762,85.5426888286236,92.7460697889597,86.240681727203,37.0621923877388,79.5121755416235,46.5278334909006,90.3269710465041,76.7638471655499,56.7309623539129
"43","Gomes, Jonny",430404,2015,262,0.213,0.313,0.347,0.66,0.294,7,157.542844096502,150.2225193262,70.6762677056841,70.3295575792182,82.3002667069267,84.3181187587621,72.3595184712995,96.987378957365,124.960467089847,60.6724560236895,156.469862689361,96.0961873765898
"44","Raburn, Ryan",430605,2015,201,0.301,0.393,0.543,0.936,0.397,8,111.656578825676,145.130230535481,104.616848242312,123.450819155011,117.119610313703,119.7482077486,162.367699984379,138.927867155144,127.619200432185,59.6498865401442,122.501191643979,143.153950775645
"45","Johnson, Kelly",430637,2015,335,0.265,0.314,0.435,0.749,0.323,14,123.383068839332,87.8419816398964,94.2350236075788,100.007633295271,95.2783856876344,102.445141032633,146.483903246777,98.7348992989391,93.0556669818012,107.028939277744,115.546975524451,150.311648314427
"46","Bourgeois, Jason",430652,2015,212,0.24,0.294,0.332,0.626,0.278,3,79.5361931360981,84.0227650468575,88.6448103427225,69.331975202208,81.0341087575894,73.6066965060204,21.1783956501364,64.0757458577186,59.8215002025865,98.5075269148667,77.031317016301,50.8973067911048
"47","Bautista, José",430832,2015,666,0.25,0.377,0.536,0.913,0.389,40,81.0657353117923,210.056912617144,103.818246347333,128.189335445809,123.45040006039,112.057955874837,222.373154326433,132.811545959635,103.69060035115,66.8078729249615,90.4048095538532,216.02060139568
"48","Swisher, Nick",430897,2015,260,0.196,0.312,0.32,0.632,0.285,6,106.048257514797,171.864746686754,76.6657819180302,75.8162606527742,89.2641354282821,77.451822442902,52.9459891253411,86.7935102981825,120.972367076342,75.3292852878392,125.175890151489,83.0017618439556
"49","Pena, Brayan",430910,2015,367,0.273,0.334,0.324,0.658,0.295,0,47.41580744652,100.572703616693,96.2315283450275,73.0729091159962,87.0483590169417,72.5080890954827,5.29459891253411,50.0955831251255,43.2044168129791,80.4421327055659,54.8313194039642,0
"50","Jones, Adam",430945,2015,581,0.269,0.308,0.474,0.782,0.334,27,89.7331409740594,52.195960104866,105.814751084781,119.211094052717,106.990346719005,107.938178085321,157.073101071845,100.482419640513,103.025917015566,150.317714081163,97.6264955241315,167.146405090238
"51","Aybar, Erick",430947,2015,638,0.27,0.301,0.338,0.639,0.28,3,58.1226026763794,49.6498157095067,109.807760559679,87.7872491768965,93.0626092762941,86.5153335798374,15.8837967376023,56.5031577108973,45.8631501553163,132.252319871863,59.378306866732,16.9125847017464
"52","Callaspo, Alberto",430948,2015,261,0.235,0.315,0.278,0.593,0.27,1,66.2801609467484,136.218725151723,95.432926450048,76.5644474355319,90.5302933776194,76.9025187376332,8.82433152089018,51.2605966861749,44.5337834841477,79.4195632220206,51.0867414934496,13.7806245717934
"53","Hill, Aaron",431094,2015,353,0.23,0.295,0.345,0.64,0.281,6,78.0066509604039,112.03035339581,94.6343245550686,88.2860403654016,93.6956882509627,85.1420743166653,38.8270586919168,86.2110035176578,63.144916880508,81.8055586836263,95.4867367181231,61.1344421513554
"54","Martin, Russell",431145,2015,507,0.24,0.329,0.458,0.787,0.34,23,106.558104906695,133.672580756364,93.8357226600891,103.249776020554,105.407649282333,102.719792885267,144.719036942599,116.501356104943,110.337433706993,70.8981508591428,120.896372539472,163.165856616323
"55","McGehee, Casey",431171,2015,258,0.198,0.264,0.274,0.538,0.243,2,98.9103940282245,103.118848012052,90.6413150801712,79.0584033780573,87.0483590169417,83.2195113482245,65.3000532545874,99.6086594697262,107.678700364656,86.5775496068378,105.115651345161,27.8817287847913
"56","Blanco, Andres",433217,2015,261,0.292,0.36,0.502,0.862,0.372,7,86.1642092307729,101.845775814373,105.016149189802,102.252193643544,105.091109794999,99.4239706536544,91.7730478172579,77.473401809787,114.325533720499,103.279517838078,84.2530029865792,96.4643720025537
"57","Granderson, Curtis",434158,2015,682,0.259,0.364,0.457,0.821,0.357,26,112.676273609472,169.318602291395,103.019644452353,114.971368950424,114.903833902363,114.804474401181,146.483903246777,116.501356104943,95.7144003241384,65.7853034414162,100.568663882393,137.119235108783
"58","Ruiz, Carlos",434563,2015,320,0.211,0.29,0.285,0.575,0.259,2,68.3195505143406,112.03035339581,94.2350236075788,81.3029637263303,91.4799118396224,79.6490372639772,28.2378608668486,52.4256102472243,45.8631501553163,72.2615768372033,82.3807140313219,22.479643832738
"59","Soto, Geovany",434567,2015,210,0.219,0.301,0.406,0.707,0.311,9,152.954217569419,127.307219767966,90.2420141326814,103.748567209059,101.609175434321,116.177733664353,127.070373900819,123.491437471239,131.60730044569,66.4670164304464,151.12046567434,154.146129138775
"60","Morse, Michael",434604,2015,256,0.231,0.313,0.336,0.649,0.291,5,151.424675393725,114.576497791169,94.6343245550686,103.748567209059,103.191872870993,116.727037369622,172.956897809448,114.171328982844,156.200583862309,103.279517838078,128.652998211253,70.2488869773062
"61","Pagan, Angel",434636,2015,551,0.262,0.303,0.332,0.635,0.28,3,86.1642092307729,73.8381874654202,100.623838767415,82.549941697593,88.9475959409477,85.6913780219342,12.3540641292463,65.8232661992927,54.5040335179121,80.4421327055659,59.9132465682341,19.5829928125485
"62","Davis, Rajai",434658,2015,370,0.258,0.306,0.44,0.746,0.32,8,104.518715339103,75.1112596630999,93.4364217125994,85.0438976401185,88.9475959409477,88.987200253547,52.9459891253411,82.4247094442471,85.0794669547897,101.234378870988,102.44095283765,77.7674165024449
"63","Ramirez, Hanley",434670,2015,430,0.249,0.291,0.426,0.717,0.308,19,84.1248196631806,62.3805376863033,102.221042557374,101.753402455039,99.3933990229807,97.5014076852135,132.364972813353,121.161410349141,91.0616169750483,107.36979577226,84.7879426880813,158.92585407331
"64","Morales, Kendrys",434778,2015,639,0.29,0.362,0.485,0.847,0.364,22,82.0854300955884,115.849569988849,113.800770034576,125.695379503284,118.385768263041,114.255170695912,157.073101071845,138.054106984357,89.0675669682955,102.597804849048,106.720470449667,123.831527842312
"65","Kendrick III, Howie",435062,2015,495,0.295,0.336,0.409,0.745,0.325,9,84.6346670550787,70.0189708723812,113.800770034576,102.501589237797,102.875333383658,101.071881769461,68.8297858629434,120.578903568616,89.7322503038798,110.437504222896,90.4048095538532,65.3953275134195
"66","Napoli, Mike",435063,2015,469,0.224,0.324,0.41,0.734,0.321,18,128.481542758312,155.314808116918,81.4573932879071,96.5160949757356,97.8107015863091,98.8746669483856,146.483903246777,111.550048470483,137.589450465949,69.1938683865673,116.884324778207,138.041309676515
"67","Kinsler, Ian",435079,2015,675,0.296,0.342,0.428,0.77,0.335,11,60.6718396358697,81.4766206514982,109.408459612189,95.5185125987254,98.4437805609777,89.5365039588158,47.651390212807,77.473401809787,45.198466819732,88.2818320794134,73.2867391057864,58.6135898453612
"68","McCann, Brian",435263,2015,535,0.232,0.32,0.437,0.757,0.327,26,92.2823779335497,123.488003174927,88.2455093952327,95.0197214102203,97.1776226116404,89.5365039588158,93.5379141214359,106.30748744576,62.4802335449237,103.620374332593,77.5662567178031,174.794987559234
"69","Schumaker, Skip",435401,2015,268,0.242,0.306,0.336,0.642,0.282,1,96.8710044606323,109.484209000451,100.623838767415,84.7945020458659,92.7460697889597,90.6351113693534,17.6486630417804,66.1145195895551,103.025917015566,104.983800310654,74.0891486580395,13.4206828852167
"70","Walker, Neil",435522,2015,603,0.269,0.328,0.427,0.755,0.325,16,92.7922253254477,92.9342704306151,99.4259359249454,102.750984832049,99.7099385103151,96.9521039799447,84.7135826005457,109.511274738646,86.4088336259583,104.983800310654,86.6602316433386,95.4359671837632
"71","Suzuki, Kurt",435559,2015,479,0.24,0.296,0.314,0.61,0.269,5,62.7112292034619,77.6574040584592,99.4259359249454,85.0438976401185,90.5302933776194,81.2969483797837,17.6486630417804,87.0847636884448,59.8215002025865,86.918406101353,76.2289074640479,37.5442903260759
"72","Desmond, Ian",435622,2015,641,0.233,0.29,0.384,0.674,0.294,19,148.875438434235,89.1150538375761,87.0476065527635,90.2812051194219,90.5302933776194,102.445141032633,121.775774988285,119.705143397829,123.631100418679,112.482643189986,129.722877614257,106.611727381472
"73","Cruz Jr., Nelson",443558,2015,655,0.302,0.369,0.566,0.935,0.396,44,127.461847974516,114.576497791169,113.800770034576,136.169994461891,121.867702623718,136.501970759299,248.846148889103,139.219120545407,157.529950533478,104.983800310654,115.814445375203,241.613271118283
"74","Jaso, John",444379,2015,216,0.286,0.38,0.459,0.839,0.364,5,92.2823779335497,165.499385698356,116.595876667004,125.695379503284,125.033097497062,121.945422569676,167.662298896913,112.132555251008,102.361233679981,77.3744242549299,123.571071046983,83.2579401212517
"75","Trumbo, Mark",444432,2015,545,0.262,0.31,0.449,0.759,0.327,22,123.383068839332,84.0227650468575,100.623838767415,110.232852659626,102.875333383658,111.783304022203,172.956897809448,125.238957812814,142.906917150623,123.049194519955,124.106010748485,145.189626222454
"76","Peralta, David",444482,2015,517,0.312,0.371,0.522,0.893,0.38,17,105.538410122899,108.211136802771,112.203566244617,113.973786573414,112.371518003688,115.079126253815,141.189304334243,126.403971373863,89.7322503038798,106.347226288714,117.419264479709,118.268145502993
"77","Ethier, Andre",444843,2015,445,0.294,0.366,0.486,0.852,0.366,14,86.1642092307729,123.488003174927,114.200070982066,117.46532489295,115.536912877032,111.234000316934,104.127111946504,94.6573518352661,69.1270669007666,101.916091860018,103.778302091405,113.155959967041
"78","Escobar, Alcides",444876,2015,662,0.257,0.293,0.32,0.613,0.271,3,57.6127552844813,49.6498157095067,104.616848242312,82.0511505090879,88.9475959409477,81.0222965271493,15.8837967376023,48.056809393289,75.7739002566096,120.663199058349,83.183123583575,16.2994396370306
"79","Jay, Jon",445055,2015,245,0.21,0.306,0.257,0.563,0.253,1,74.9475666090155,99.2996314190134,95.8322273975378,77.063238624037,91.4799118396224,79.6490372639772,30.0027271710266,84.754736566346,52.5099835111593,109.41493473935,72.7517994042843,14.6805837275024
"80","Prado, Martín",445988,2015,551,0.288,0.338,0.394,0.732,0.318,9,62.7112292034619,85.2958372445371,109.408459612189,93.0245566562,98.7603200483121,90.0858076640846,40.5919249960948,97.861139128152,39.2163167994734,86.5775496068378,65.530113434006,58.7489784376455
"81","Duda, Lucas",446263,2015,554,0.244,0.352,0.486,0.838,0.359,27,126.952000582618,151.495591523879,101.422440662394,125.695379503284,117.752689288372,125.515896653923,204.724491284652,123.200184080977,99.7025003376442,93.0538230026249,109.127699106426,175.292529526043
"82","Wieters, Matt",446308,2015,282,0.267,0.319,0.422,0.741,0.321,8,121.343679271739,94.2073426282947,100.623838767415,102.750984832049,100.976096459652,106.839570674783,109.421710859038,94.6573518352661,129.613250438937,113.505212673532,91.4746889568574,102.035262786896
"83","Longoria, Evan",446334,2015,670,0.27,0.328,0.435,0.763,0.327,21,100.439936203919,96.753487023654,103.818246347333,116.218346921687,107.623425693673,109.311437348493,150.013635855133,115.627595934156,118.313633734004,100.211809387442,96.0216764196252,112.73373623582
"84","Cozart, Zack",446359,2015,214,0.258,0.31,0.459,0.769,0.328,9,69.3392452981368,82.7496928491778,98.2280330824762,88.7848315539067,93.3791487636284,85.6913780219342,52.9459891253411,65.5320128090304,61.1508668737551,99.8709528929271,74.3566185087905,151.264893080106
"85","Guyer, Brandon",446386,2015,385,0.265,0.359,0.413,0.772,0.342,8,80.5558879198942,82.7496928491778,94.2350236075788,90.2812051194219,100.343017484984,87.613940990375,58.2405880378752,84.754736566346,137.589450465949,111.119217211926,70.879510449027,74.7375171581938
"86","Rodríguez, Sean",446481,2015,240,0.246,0.281,0.362,0.643,0.281,4,134.089864069191,26.7345161512728,84.651800867825,87.2884579883914,84.1995036309327,94.4802373062351,116.48117607575,75.4346280779505,130.277933774522,119.299773080288,132.932515823269,59.9457168873013
"87","Reynolds, Mark",448602,2015,432,0.23,0.315,0.398,0.713,0.311,13,142.757269731458,129.853364163325,77.8636847604995,92.2763698734423,91.7964513269567,97.5014076852135,148.248769550955,96.4048721768403,152.877167184388,92.7129665081098,134.804804778527,108.235322157627
"88","Davis, Chris",448801,2015,670,0.262,0.361,0.562,0.923,0.39,47,158.0526914884,159.134024709957,104.616848242312,146.89400501475,127.565413395736,155.452948591073,305.3218706228,133.685306130422,185.446650628018,97.8258139258365,136.142154032282,252.308838242074
"89","Aviles, Mike",449107,2015,317,0.231,0.282,0.317,0.599,0.266,5,61.1816870277677,80.2035484538185,98.2280330824762,80.5547769435726,88.9475959409477,79.6490372639772,14.1189304334243,89.1235374202813,49.1865668332378,94.4172489806854,81.3108346283177,56.7309623539129
"90","Orlando, Paulo",449181,2015,251,0.249,0.269,0.444,0.713,0.303,7,107.577799690492,25.4614439535932,104.217547294822,102.501589237797,95.5949251749687,102.994444737902,91.7730478172579,109.802528128909,98.3731336664756,124.412620498015,109.395168957177,100.307574074369
"91","Zobrist, Ben",450314,2015,535,0.276,0.359,0.45,0.809,0.349,13,53.5339761492968,147.67637493084,103.818246347333,95.2691170044729,102.558793896324,86.5153335798374,63.5351869504093,101.647433201563,55.1687168534964,72.9432898262335,57.2385480607237,87.3974937796168
"92","Peterson, Shane",451089,2015,225,0.259,0.324,0.353,0.677,0.299,2,124.402763623128,113.30342559349,103.418945399843,91.7775786849372,97.8107015863091,103.54374844317,47.651390212807,116.501356104943,125.625150425432,89.3044015629587,106.453000598916,31.9710490065607
"93","Fowler, Dexter",451594,2015,690,0.25,0.346,0.411,0.757,0.333,17,113.695968393268,155.314808116918,92.2385188701301,86.5402712056337,97.1776226116404,92.8323261904287,79.4189836880116,87.9585238592319,107.014017029071,64.7627339578708,104.045771942157,88.6154075725323
"94","Flowers, Tyler",452095,2015,361,0.239,0.295,0.356,0.651,0.288,9,146.836048866643,73.8381874654202,81.4573932879071,81.8017549148354,84.1995036309327,93.1069780430631,84.7135826005457,115.336342543893,151.547800513219,94.4172489806854,139.619262092046,89.6694934048274
"95","Headley, Chase",452104,2015,642,0.259,0.324,0.369,0.693,0.307,11,107.067952298594,100.572703616693,104.217547294822,99.5088421067662,102.24225440899,102.719792885267,90.0081815130798,94.6573518352661,86.4088336259583,77.3744242549299,114.744565972198,61.6264379215246
"96","Drew, Stephen",452220,2015,428,0.201,0.271,0.381,0.652,0.284,17,84.6346670550787,109.484209000451,80.6587913929276,79.0584033780573,84.5160431182671,76.07856317973,54.7108554295191,74.8521212974258,63.8096002160923,79.0787067275054,82.3807140313219,142.861287908989
"97","Smith, Seth",452234,2015,452,0.248,0.33,0.443,0.773,0.331,12,111.656578825676,132.399508558684,100.224537819925,108.985874688363,106.67380723167,108.212829937955,139.424438030065,123.491437471239,118.313633734004,81.4647021891112,123.036131345481,95.4887525638427
"98","Maxwell, Justin",452239,2015,274,0.209,0.275,0.341,0.616,0.271,7,141.227727555764,92.9342704306151,85.0511018153148,89.2836227424118,89.5806749156164,98.6000150957511,90.0081815130798,93.2010848839543,144.236283821792,101.916091860018,143.898779704062,91.88759522871
"99","Lind, Adam",452252,2015,572,0.277,0.36,0.46,0.82,0.351,20,89.2232935821613,146.403302733161,97.4294311874967,104.74614958607,103.508412358327,98.3253632431168,127.070373900819,104.851220494449,83.7501002836211,109.755791233865,89.067460300098,125.760245218115
"100","Pence, Hunter",452254,2015,223,0.275,0.327,0.478,0.805,0.347,9,109.617189258084,91.6611982329354,107.012653927251,125.944775097536,113.321136465691,120.297511453869,232.962352151501,113.588822202319,122.30173374751,110.09664772838,124.908420300738,145.160031924407
"101","Span, Denard",452655,2015,275,0.301,0.365,0.431,0.796,0.348,5,48.4355022303161,115.849569988849,124.581895616799,106.990709934343,113.95421544036,99.9732743589232,47.651390212807,95.2398586157908,45.198466819732,86.918406101353,54.0289098517111,65.3953275134195
"102","Cabrera, Asdrúbal",452678,2015,551,0.265,0.315,0.43,0.745,0.319,15,98.9103940282245,82.7496928491778,90.6413150801712,96.0173037872305,92.4295303016254,92.2830224851599,95.302780425614,94.0748450547414,114.990217056083,127.480328948651,85.8578220910855,97.9149640627425
"103","Ellsbury, Jacoby",453056,2015,499,0.257,0.318,0.345,0.663,0.294,7,87.6937514064671,89.1150538375761,99.8252368724352,84.5451064516134,94.3287672256314,88.987200253547,52.9459891253411,82.7159628345095,80.4266836056996,95.7806749587458,79.7060155238114,50.455312810955
